X,Y,Z
0.000327,0.332565,-0.585039
-0.042753,0.20085,-0.228091
-0.075662,0.058789,0.180409
-0.09873,-0.06481,0.548985
-0.113557,-0.149173,0.788756
-0.122074,-0.187703,0.858884
-0.125756,-0.187146,0.786618
-0.125004,-0.160538,0.651577
-0.118945,-0.118953,0.536091
-0.10604,-0.067018,0.475603
-0.085679,-0.004327,0.443479
-0.059595,0.067581,0.372856
-0.031772,0.13938,0.205239
-0.006768,0.195964,-0.068174
0.01294,0.225403,-0.401714
0.028561,0.22988,-0.718179
0.043794,0.228328,-0.942707
0.061966,0.243224,-1.029742
0.083302,0.281548,-0.971523
0.104086,0.324077,-0.793665
0.11861,0.331493,-0.543823
0.121743,0.269278,-0.275593
0.110146,0.132751,-0.029334
0.08273,-0.047704,0.180532
0.041289,-0.222787,0.362127
-0.009195,-0.354648,0.531068
-0.061545,-0.438983,0.691986
-0.108583,-0.499475,0.827815
-0.145706,-0.563381,0.905457
-0.171845,-0.635106,0.891912
-0.18749,-0.686813,0.771848
-0.192231,-0.677814,0.557127
-0.184311,-0.584571,0.281966
-0.161405,-0.418429,-0.009639
-0.121463,-0.220485,-0.276023
-0.063766,-0.033637,-0.484385
0.009287,0.122399,-0.611459
0.090309,0.249724,-0.647601
0.166515,0.35349,-0.608523
0.222527,0.424141,-0.538478
0.246953,0.437743,-0.489031
0.23791,0.380333,-0.486792
0.202683,0.269122,-0.512723
0.153094,0.144868,-0.510897
0.099796,0.048222,-0.4319
0.049114,0.001308,-0.273056
0.004509,0.005651,-0.078055
-0.030622,0.056909,0.09452
-0.052258,0.155187,0.211014
-0.057148,0.29468,0.284501
-0.044921,0.449948,0.360038
-0.019191,0.579745,0.477688
0.013332,0.644592,0.635566
0.044204,0.625624,0.776064
0.063911,0.530745,0.812758
0.063168,0.380876,0.683576
0.036222,0.193152,0.403228
-0.015721,-0.02208,0.075349
-0.083686,-0.254644,-0.162738
-0.153827,-0.487667,-0.219187
-0.213451,-0.695783,-0.096687
-0.255226,-0.850132,0.111314
-0.275626,-0.925441,0.280454
-0.271423,-0.904968,0.325211
-0.238817,-0.784095,0.232218
-0.175184,-0.573769,0.05028
-0.081725,-0.301852,-0.154063
0.03508,-0.009455,-0.340041
0.16433,0.25684,-0.502955
0.29172,0.45539,-0.650858
0.399392,0.559953,-0.765156
0.467465,0.56677,-0.790369
0.479737,0.494747,-0.682127
0.429587,0.376132,-0.46209
0.321633,0.243415,-0.219133
0.170127,0.119364,-0.055769
-0.003961,0.01438,-0.009461
-0.176153,-0.067795,-0.018135
-0.322063,-0.123985,0.021478
-0.422067,-0.151831,0.16783
-0.466427,-0.152512,0.398284
-0.45688,-0.13067,0.631673
-0.401816,-0.092279,0.789395
-0.310888,-0.043064,0.841684
-0.194686,0.011136,0.799485
-0.066663,0.062769,0.680369
0.057082,0.104216,0.487587
0.160724,0.134455,0.214735
0.2329,0.161513,-0.127669
0.268836,0.193008,-0.489796
0.268418,0.224477,-0.789201
0.234029,0.237754,-0.943152
0.171536,0.210113,-0.91124
0.091505,0.129393,-0.718527
0.00733,0.002964,-0.436384
-0.067616,-0.148033,-0.142032
-0.121298,-0.299102,0.114282
-0.14413,-0.426843,0.316759
-0.131703,-0.510097,0.46214
-0.087931,-0.533409,0.538334
-0.025825,-0.492778,0.529704
0.036772,-0.400017,0.434909
0.086599,-0.280024,0.275395
0.120948,-0.158183,0.088919
0.143068,-0.048393,-0.088001
0.154101,0.047578,-0.232282
0.150534,0.132354,-0.329554
0.128073,0.203992,-0.365979
0.08884,0.253851,-0.331396
0.044435,0.274854,-0.228949
0.009787,0.269499,-0.080956
-0.00524,0.247463,0.073918
0.001238,0.217907,0.193243
0.024831,0.184984,0.245214
0.057989,0.15016,0.217365
0.091865,0.119985,0.120022
0.116058,0.108937,-0.014792
0.118785,0.129402,-0.140556
0.089857,0.178509,-0.211473
0.024776,0.234337,-0.199991
-0.072718,0.263708,-0.108789
-0.190789,0.239154,0.028168
-0.312647,0.154765,0.158837
-0.420522,0.030735,0.232473
-0.498529,-0.094342,0.216262
-0.534344,-0.180997,0.104524
-0.520273,-0.20595,-0.081651
-0.454524,-0.168808,-0.299462
-0.342771,-0.087355,-0.49109
-0.19848,0.015549,-0.593958
-0.040363,0.122118,-0.557906
0.112175,0.218091,-0.36633
0.243758,0.28586,-0.052341
0.345205,0.301647,0.305412
0.411451,0.240673,0.616972
0.438509,0.090099,0.820349
0.42328,-0.139051,0.897817
0.366853,-0.409951,0.866641
0.279576,-0.667505,0.752781
0.182344,-0.853407,0.572481
0.099807,-0.924669,0.338815
0.050669,-0.869957,0.074436
0.041564,-0.714288,-0.189627
0.066499,-0.504327,-0.421909
0.111773,-0.284217,-0.593704
0.162291,-0.07627,-0.680618
0.205657,0.120928,-0.668859
0.233864,0.312393,-0.564533
0.242898,0.487017,-0.399214
0.230316,0.619702,-0.222749
0.19155,0.68786,-0.080345
0.118936,0.68705,0.005155
0.006695,0.633728,0.02829
-0.142055,0.551046,-0.010346
-0.311484,0.454739,-0.102794
-0.474496,0.354336,-0.224673
-0.600007,0.260889,-0.330847
-0.662336,0.188054,-0.363392
-0.648753,0.144441,-0.274395
-0.563142,0.122171,-0.051575
-0.423968,0.094629,0.267823
-0.257076,0.032646,0.601443
0.178039,0.182154,-0.187265
0.185001,0.19321,-0.209084
0.18364,0.198815,-0.224765
0.174064,0.198584,-0.231094
0.157792,0.193012,-0.226056
0.137373,0.183721,-0.210516
0.115695,0.172647,-0.188662
0.095323,0.160994,-0.166558
0.078166,0.149033,-0.149026
0.065408,0.136845,-0.137453
0.057524,0.125518,-0.130594
0.054269,0.117595,-0.126516
0.054604,0.115924,-0.123536
0.056759,0.122106,-0.120347
0.058585,0.135818,-0.11619
0.058035,0.154782,-0.111241
0.053559,0.175085,-0.106848
0.044381,0.192335,-0.104853
0.030642,0.203807,-0.105804
0.013458,0.209543,-0.107993
-0.00515,0.210747,-0.108928
-0.02259,0.207488,-0.107302
-0.036386,0.198276,-0.103316
-0.044955,0.181659,-0.097803
-0.048087,0.158754,-0.091343
-0.046869,0.133947,-0.084124
-0.042966,0.112067,-0.076672
-0.037833,0.09534,-0.070299
-0.032414,0.083414,-0.066312
-0.027229,0.074984,-0.064968
-0.022548,0.068736,-0.065305
-0.018393,0.063313,-0.065551
-0.014354,0.056963,-0.063628
-0.009688,0.047911,-0.057809
-0.00401,0.035763,-0.047609
0.002058,0.022107,-0.034204
0.007041,0.008836,-0.019774
0.009424,-0.003721,-0.006279
0.008611,-0.016611,0.005471
0.00521,-0.03083,0.015836
0.000149,-0.046203,0.025375
-0.006415,-0.061403,0.034241
-0.015323,-0.075135,0.042893
-0.027797,-0.08692,0.052525
-0.044403,-0.096412,0.06383
-0.064394,-0.102862,0.075703
-0.085939,-0.10622,0.085809
-0.106776,-0.108296,0.09234
-0.12468,-0.112093,0.095473
-0.137688,-0.120036,0.097117
-0.144177,-0.132558,0.098592
-0.142948,-0.148139,0.098949
-0.133346,-0.165108,0.096264
-0.115447,-0.183206,0.089871
-0.090224,-0.203118,0.080962
-0.059646,-0.224947,0.071604
-0.02655,-0.247192,0.063149
0.005869,-0.26687,0.055463
0.034936,-0.280869,0.047768
0.059148,-0.28747,0.03981
0.078027,-0.286933,0.031992
0.091478,-0.280881,0.024852
0.099205,-0.270743,0.018632
0.100661,-0.256756,0.013125
0.09572,-0.238667,0.007813
0.085358,-0.216979,0.002176
0.071643,-0.193402,-0.003961
0.057273,-0.170447,-0.01035
0.045075,-0.150609,-0.01665
0.037656,-0.135761,-0.022734
0.037168,-0.127093,-0.028547
0.044881,-0.12518,-0.033801
0.060437,-0.129794,-0.037892
0.081411,-0.139793,-0.040127
0.103857,-0.153468,-0.040175
0.123534,-0.168869,-0.038359
0.137237,-0.183738,-0.035556
0.143621,-0.195533,-0.03291
0.143101,-0.202064,-0.031594
0.137217,-0.202232,-0.032466
0.127929,-0.196157,-0.035519
0.117065,-0.184441,-0.039668
0.106036,-0.166953,-0.043304
0.095813,-0.142825,-0.04502
0.087171,-0.112633,-0.043868
0.081017,-0.080065,-0.039415
0.078547,-0.050341,-0.031894
0.080997,-0.02661,-0.022248
0.088868,-0.007109,-0.01179
0.101165,0.013737,-0.001754
0.115288,0.039307,0.006915
0.127762,0.066389,0.013487
0.135648,0.088231,0.017267
0.137664,0.100715,0.017773
0.134184,0.105517,0.015421
0.12659,0.108449,0.011768
0.116658,0.114091,0.008536
0.106198,0.122556,0.006308
0.096934,0.132457,0.004046
0.090335,0.144526,-0.00032
0.087276,0.160362,-0.008516
0.087867,0.17964,-0.020711
0.091748,0.200329,-0.035413
0.098286,0.220739,-0.050396
0.106248,0.240652,-0.064129
0.113446,0.260236,-0.076513
0.117041,0.277175,-0.088104
0.114372,0.285799,-0.098915
0.103972,0.280854,-0.108073
0.086216,0.261472,-0.114317
0.063186,0.230901,-0.116841
0.038052,0.194332,-0.115601
0.014257,0.157815,-0.110652
-0.005349,0.127299,-0.101602
-0.019241,0.10636,-0.088201
-0.027394,0.094345,-0.071328
-0.030554,0.087304,-0.053317
-0.029406,0.081462,-0.037383
-0.024362,0.077357,-0.026309
-0.015732,0.080345,-0.021141
-0.003869,0.095004,-0.02073
0.01082,0.119662,-0.022383
0.027833,0.147294,-0.023536
0.04627,0.170309,-0.023199
0.064294,0.184731,-0.022025
0.079159,0.1911,-0.021352
0.088394,0.191461,-0.022055
0.091027,0.186179,-0.02411
0.087655,0.174,-0.027293
0.079712,0.154083,-0.031738
0.068666,0.12763,-0.037343
0.055675,0.097945,-0.043173
0.041876,0.068643,-0.048076
0.0286,0.041487,-0.051653
0.016983,0.015497,-0.054356
0.007493,-0.012118,-0.056662
0.000052,-0.043401,-0.057961
-0.005445,-0.077526,-0.056509
-0.008664,-0.110897,-0.05114
-0.008836,-0.138722,-0.042663
-0.005443,-0.156869,-0.033044
0.000992,-0.163384,-0.023898
0.008703,-0.159291,-0.016096
0.015375,-0.148509,-0.01007
0.0196,-0.136673,-0.005883
0.02187,-0.129211,-0.002984
0.024019,-0.129286,0.000026
0.027932,-0.136628,0.005046
0.034594,-0.148075,0.013399
0.043867,-0.158838,0.025275
0.054985,-0.163681,0.040514
0.066956,-0.158457,0.059185
0.078395,-0.142279,0.080587
0.087421,-0.118732,0.102284
0.092293,-0.094517,0.120985
0.092169,-0.076653,0.134413
0.087261,-0.069837,0.142587
0.078667,-0.074957,0.1476
0.068235,-0.089278,0.151755
0.058395,-0.107616,0.155971
0.051649,-0.124038,0.160086
0.049795,-0.134094,0.163876
0.053137,-0.137186,0.16737
0.060257,-0.136898,0.170693
0.068781,-0.137832,0.174065
0.076375,-0.142231,0.178013
0.081242,-0.149717,0.183444
0.08221,-0.158959,0.191044
0.078748,-0.169076,0.199958
0.071018,-0.179604,0.207366
0.05993,-0.189152,0.210219
0.047084,-0.195084,0.207346
0.034461,-0.19582,0.199809
0.023892,-0.192996,0.189655
0.016436,-0.190559,0.178101
0.01196,-0.192127,0.164869
0.009235,-0.198838,0.149631
0.006479,-0.208762,0.133357
0.002158,-0.218189,0.117564
-0.0043,-0.223648,0.102761
-0.012268,-0.223405,0.088012
-0.020249,-0.217713,0.071754
-0.026712,-0.2077,0.053287
-0.030749,-0.194356,0.033661
-0.03198,-0.178813,0.015042
-0.030014,-0.163179,-0.000657
-0.02405,-0.15054,-0.012777
-0.013165,-0.143399,-0.022064
0.002549,-0.140936,-0.029841
0.021093,-0.1382,-0.036785
0.038962,-0.129533,-0.042182
0.05242,-0.112776,-0.044473
0.05883,-0.090253,-0.043275
0.057429,-0.066731,-0.040682
0.049155,-0.046072,-0.039971
0.035915,-0.02934,-0.043218
0.019728,-0.015946,-0.050038
0.002074,-0.005129,-0.058227
-0.016298,0.004729,-0.066031
-0.035041,0.017223,-0.073575
0.175314,-0.181822,0.190135
0.181605,-0.158522,0.213643
0.17104,-0.086086,0.23614
0.150341,0.038689,0.25696
0.128826,0.209414,0.275348
0.112594,0.408312,0.290601
0.100453,0.605292,0.302138
0.085377,0.759663,0.309483
0.059921,0.826757,0.312234
0.022292,0.768269,0.310123
-0.021235,0.564193,0.303213
-0.060272,0.2224,0.292086
-0.086425,-0.218443,0.277843
-0.096731,-0.693389,0.261975
-0.093548,-1.123636,0.246134
-0.081724,-1.432993,0.23185
-0.065934,-1.563971,0.220187
-0.050144,-1.488474,0.211462
-0.037538,-1.209458,0.205182
-0.029438,-0.757875,0.200321
-0.025131,-0.189347,0.195987
-0.024231,0.418085,0.192114
-0.028536,0.967236,0.189766
-0.040147,1.351297,0.19087
-0.057497,1.474179,0.197337
-0.072965,1.27596,0.210042
-0.075792,0.755676,0.228135
-0.061024,-0.01421,0.248744
-0.035327,-0.889411,0.266969
-0.011708,-1.676254,0.275707
0.000263,-2.179167,0.265054
-0.000306,-2.25883,0.221753
-0.007426,-1.879795,0.129759
-0.015487,-1.124073,-0.026915
-0.024057,-0.153734,-0.25766
-0.034455,0.848559,-0.555747
-0.044343,1.72766,-0.888085
-0.047541,2.37658,-1.189878
-0.037547,2.72689,-1.371253
-0.011094,2.736208,-1.336961
0.030122,2.396118,-1.017884
0.080055,1.75091,-0.402494
0.129813,0.907512,0.445892
0.16913,0.02436,1.393131
0.188808,-0.726094,2.264207
0.184635,-1.202456,2.886124
0.159741,-1.327813,3.128309
0.122557,-1.108071,2.926326
0.082962,-0.633761,2.278765
0.049718,-0.066121,1.22885
0.029406,0.396931,-0.153964
0.025991,0.573639,-1.777961
0.039887,0.362137,-3.512075
0.066405,-0.215644,-5.166394
0.095775,-1.022655,-6.495457
0.116802,-1.861154,-7.236566
0.1224,-2.552108,-7.187262
0.113776,-2.991987,-6.292362
0.100033,-3.149097,-4.701096
0.091345,-3.025461,-2.764519
0.090534,-2.622852,-0.947413
0.089135,-1.940805,0.315265
0.070962,-1.014504,0.771818
0.02294,0.05048,0.449174
-0.055951,1.090297,-0.371931
-0.155686,1.932697,-1.275009
-0.261772,2.459536,-1.871698
-0.360792,2.648328,-1.929662
-0.442029,2.567021,-1.398385
-0.4956,2.337374,-0.360205
-0.512587,2.08643,1.048429
-0.490621,1.902026,2.69329
-0.438424,1.806037,4.442883
-0.372085,1.755244,6.137262
-0.305965,1.675121,7.560764
-0.244015,1.50123,8.445313
-0.176987,1.200943,8.522381
-0.088924,0.768306,7.607286
0.032154,0.199569,5.690113
0.185775,-0.514514,2.995664
0.3567,-1.354469,-0.029268
0.520786,-2.232289,-2.806491
0.65454,-2.992206,-4.789745
0.74314,-3.456853,-5.639406
0.783471,-3.503666,-5.335139
0.780677,-3.122696,-4.180245
0.742773,-2.414162,-2.668406
0.677342,-1.546872,-1.289692
0.589459,-0.704733,-0.365531
0.479604,-0.033782,0.024075
0.343356,0.402818,-0.013136
0.175401,0.647658,-0.287379
-0.02349,0.831533,-0.608097
-0.239919,1.119975,-0.818368
-0.44747,1.637903,-0.789212
-0.616329,2.413723,-0.41668
-0.725832,3.377681,0.346293
-0.771601,4.392829,1.446491
-0.765313,5.291639,2.713964
-0.727284,5.907317,3.890083
-0.676304,6.098889,4.70426
-0.621381,5.773469,4.960108
-0.558888,4.904537,4.587112
-0.477561,3.536814,3.640817
-0.368067,1.771013,2.25089
-0.231995,-0.252613,0.56513
-0.083707,-2.356466,-1.26554
0.05867,-4.327682,-3.065259
0.184009,-5.9405,-4.601977
0.290972,-6.999342,-5.596229
0.383125,-7.391459,-5.806519
0.460682,-7.12032,-5.146827
0.516666,-6.294807,-3.767347
0.542359,-5.092,-2.042385
0.534829,-3.714349,-0.43071
0.498372,-2.350037,0.714809
0.440391,-1.141256,1.290647
0.365469,-0.167778,1.471478
0.272991,0.545909,1.585855
0.16169,1.008105,1.927535
0.036377,1.235537,2.603832
-0.089342,1.247174,3.477858
-0.196847,1.084939,4.23631
-0.272245,0.828571,4.52806
-0.314427,0.572535,4.11274
-0.334002,0.381251,2.965489
-0.34472,0.254739,1.291864
-0.352463,0.133617,-0.544582
-0.350313,-0.044307,-2.165745
-0.325427,-0.284546,-3.318036
-0.269798,-0.525202,-3.933385
-0.185662,-0.673148,-4.104668
-0.084085,-0.664272,-3.989105
0.021468,-0.500656,-3.703877
0.120931,-0.228929,-3.273674
0.208382,0.1116,-2.640364
0.279453,0.52898,-1.729934
0.328625,1.079087,-0.537247
0.348874,1.813863,0.817643
0.335059,2.712502,2.101075
0.289217,3.640852,3.064657
0.224039,4.368672,3.560175
0.159245,4.65815,3.59074
0.108738,4.370779,3.28048
0.069527,3.529329,2.777279
0.02408,2.304037,2.17005
-0.04627,0.918524,1.487037
-0.144757,-0.446739,0.737722
-0.252379,-1.679496,-0.05375
-0.339669,-2.701221,-0.837154
-0.384943,-3.413939,-1.544173
-0.384688,-3.685921,-2.105913
-0.352801,-3.412909,-2.473251
-0.310054,-2.604968,-2.63604
-0.271886,-1.431467,-2.630583
-0.24171,-0.191544,-2.513535
-0.210381,0.798469,-2.2979
-0.161343,1.333962,-1.917672
-0.079694,1.393329,-1.281717
0.037258,1.125871,-0.369325
0.17385,0.753846,0.707135
0.300147,0.455721,1.720536
0.383945,0.297692,2.441907
0.405767,0.229851,2.756053
0.368385,0.144632,2.686555
0.293947,-0.046323,2.337354
0.213161,-0.360561,1.791729
0.152603,-0.738725,1.042081
0.12514,-1.090262,0.012883
0.127038,-1.35462,-1.340383
0.141343,-1.536121,-2.907621
0.146581,-1.689845,-4.373902
0.126904,-1.854779,-5.323654
0.079357,-1.988389,-5.434889
0.014727,-1.960853,-4.656917
-0.049753,-1.613889,-3.257774
-0.099343,-0.863409,-1.669451
-0.12611,0.224191,-0.258186
-0.129362,1.445145,0.825923
-0.11443,2.537524,1.650183
-0.091178,3.283225,2.341495
-0.071954,3.579952,2.912794
-0.067359,3.444823,3.218472
-0.079782,2.97188,3.048009
-0.100438,2.273497,2.307576
-0.114833,1.432306,1.148515
-0.111235,0.485602,-0.078489
-0.085491,-0.549956,-0.991539
-0.041131,-1.619015,-1.370459
0.014003,-2.585254,-1.260736
0.070914,-3.257997,-0.907941
0.120142,-3.476645,-0.596507
0.152554,-3.212762,-0.492732
0.162567,-2.611594,-0.571309
0.150876,-1.914342,-0.672149
0.123254,-1.329928,-0.623238
0.087013,-0.943896,-0.350251
0.04771,-0.703075,0.083232
0.00744,-0.483942,0.534849
-0.034652,-0.180292,0.886639
-0.181198,0.172581,-0.178883
-0.222765,0.176943,-0.189844
-0.236404,0.180071,-0.199522
-0.219846,0.180881,-0.207764
-0.175712,0.178589,-0.214128
-0.111098,0.173259,-0.218153
-0.036466,0.16572,-0.219584
0.036252,0.157058,-0.218254
0.095862,0.148083,-0.213934
0.13396,0.139031,-0.206488
0.146507,0.129636,-0.196011
0.134562,0.119358,-0.182648
0.104072,0.107587,-0.166365
0.064531,0.093865,-0.147049
0.026783,0.078153,-0.124796
0.000378,0.060962,-0.100081
-0.008788,0.043183,-0.073642
0.000276,0.025792,-0.046081
0.023629,0.009621,-0.017701
0.053705,-0.004896,0.011054
0.081456,-0.018017,0.039236
0.098843,-0.030684,0.065737
0.100974,-0.043919,0.089843
0.087195,-0.058148,0.111351
0.060996,-0.073011,0.130251
0.028658,-0.087709,0.146254
-0.002831,-0.101608,0.158679
-0.028022,-0.114589,0.166986
-0.044692,-0.126744,0.171395
-0.054261,-0.137888,0.172963
-0.060865,-0.147446,0.173189
-0.069157,-0.154721,0.173416
-0.081907,-0.159353,0.174393
-0.09847,-0.161552,0.176263
-0.114671,-0.161817,0.178816
-0.124391,-0.160482,0.181767
-0.122003,-0.157532,0.184928
-0.104698,-0.15279,0.188194
-0.073818,-0.146375,0.191479
-0.034453,-0.138958,0.19472
0.006305,-0.131463,0.197829
0.041886,-0.124586,0.200569
0.068488,-0.118597,0.202477
0.086033,-0.11344,0.203017
0.097726,-0.108978,0.201808
0.108279,-0.105087,0.198745
0.121674,-0.101455,0.19398
0.139292,-0.097398,0.187761
0.158962,-0.092066,0.180235
0.175401,-0.084946,0.171291
0.181851,-0.076356,0.160502
0.172618,-0.067367,0.147207
0.145499,-0.058886,0.130748
0.103039,-0.050772,0.110794
0.052359,-0.041952,0.087473
0.003398,-0.031306,0.061132
-0.033719,-0.018713,0.032085
-0.051498,-0.005363,0.000661
-0.047333,0.007163,-0.032647
-0.024461,0.018017,-0.067197
0.008614,0.027309,-0.10229
0.040423,0.035597,-0.137147
0.059671,0.04316,-0.170857
0.058296,0.049691,-0.202416
0.033691,0.054739,-0.230883
-0.010646,0.058319,-0.255569
-0.066014,0.061031,-0.276069
-0.120914,0.063658,-0.291998
-0.164051,0.066492,-0.302723
-0.187064,0.069005,-0.307388
-0.186378,0.070306,-0.305144
-0.163678,0.069992,-0.295418
-0.125202,0.06874,-0.278171
-0.079977,0.068122,-0.254066
-0.037437,0.06947,-0.22438
-0.00495,0.072791,-0.190563
0.013799,0.076736,-0.153884
0.018751,0.079484,-0.115536
0.01239,0.079946,-0.07689
-0.001608,0.07834,-0.039524
-0.019394,0.075514,-0.005067
-0.037396,0.071976,0.024987
-0.052552,0.067663,0.049382
-0.062634,0.062388,0.067116
-0.066509,0.056474,0.077588
-0.06408,0.050868,0.080931
-0.056064,0.046353,0.07814
-0.043779,0.042741,0.070631
-0.028989,0.039,0.05973
-0.013721,0.034131,0.046586
-0.00001,0.028199,0.032253
0.01048,0.022667,0.017646
0.016787,0.019469,0.003453
0.018787,0.01964,-0.009775
0.017145,0.022588,-0.021508
0.013089,0.02644,-0.031249
0.008139,0.029448,-0.038658
0.003824,0.031215,-0.043656
0.001479,0.032617,-0.046398
0.002164,0.034831,-0.047061
0.006676,0.038284,-0.045714
0.01562,0.042388,-0.042473
0.029398,0.046366,-0.037637
0.048041,0.050067,-0.031586
0.070983,0.053688,-0.024635
0.0969,0.057016,-0.017116
0.123574,0.05913,-0.009443
0.147826,0.058836,-0.001925
0.165669,0.055667,0.00541
0.172955,0.050496,0.012714
0.166482,0.044972,0.020066
0.145354,0.040401,0.027319
0.111844,0.036954,0.034136
0.071034,0.033644,0.040184
0.029441,0.029151,0.045301
-0.006941,0.022778,0.049472
-0.034468,0.014788,0.052756
-0.05277,0.006164,0.055294
-0.064506,-0.001992,0.057288
-0.073817,-0.008885,0.058834
-0.084336,-0.013999,0.059806
-0.097653,-0.017012,0.059961
-0.112693,-0.018039,0.059115
-0.126289,-0.017815,0.057237
-0.134469,-0.017361,0.054458
-0.134035,-0.017292,0.05107
-0.124069,-0.017214,0.047468
-0.106935,-0.015771,0.043991
-0.088198,-0.011653,0.040765
-0.074925,-0.004648,0.037723
-0.073192,0.004187,0.034845
-0.085805,0.013128,0.032538
-0.111024,0.020723,0.031729
-0.142904,0.026456,0.033354
-0.172807,0.030704,0.037774
-0.191679,0.034257,0.04471
-0.19255,0.0378,0.053565
-0.172696,0.041639,0.063816
-0.134667,0.0458,0.075119
-0.085442,0.050168,0.086968
-0.034274,0.054425,0.098382
0.01,0.057935,0.108059
0.041157,0.059889,0.114786
0.056537,0.059822,0.117744
0.057057,0.058305,0.11665
0.046672,0.057023,0.111721
0.031445,0.057676,0.103515
0.018213,0.060664,0.092713
0.012957,0.064748,0.079948
0.019185,0.067878,0.065807
0.037002,0.068769,0.050942
0.063527,0.067861,0.036195
0.094263,0.066561,0.022591
0.124796,0.065835,0.011121
0.151922,0.06549,0.002509
0.173588,0.064437,-0.002851
0.188227,0.06169,-0.004863
0.194229,0.057145,-0.003718
0.189889,0.051373,0.000159
0.173913,0.044876,0.006282
0.146178,0.037524,0.014258
0.108348,0.028569,0.023793
0.064031,0.017311,0.034578
0.018174,0.003731,0.046149
-0.02411,-0.011534,0.057867
-0.058934,-0.027694,0.069066
-0.084553,-0.044321,0.079158
-0.101221,-0.061424,0.087534
-0.110382,-0.078915,0.09354
-0.113728,-0.096114,0.096729
-0.112615,-0.111938,0.097112
-0.108106,-0.125535,0.095032
-0.101238,-0.136818,0.090808
-0.09308,-0.146408,0.08445
-0.084572,-0.154829,0.075679
-0.076242,-0.161797,0.064335
-0.067998,-0.166471,0.050675
-0.059107,-0.168319,0.035182
-0.04833,-0.167901,0.018254
-0.034144,-0.166829,0.000248
-0.01494,-0.166571,-0.018287
0.01082,-0.167288,-0.036481
0.044413,-0.167876,-0.053255
0.086458,-0.16691,-0.067679
0.136259,-0.163722,-0.07924
0.190938,-0.158805,-0.087753
0.244887,-0.15314,-0.093123
0.290135,-0.147325,-0.095256
0.317561,-0.141449,-0.094087
0.318798,-0.135516,-0.089678
0.288264,-0.129893,-0.082331
0.224764,-0.125286,-0.072687
0.132366,-0.122041,-0.061733
0.020162,-0.119535,-0.05062
-0.099118,-0.116384,-0.040396
-0.211644,-0.111305,-0.031782
-0.305316,-0.104068,-0.025102
-0.371955,-0.095793,-0.020426
-0.408297,-0.088109,-0.017787
-0.415401,-0.081916,-0.017281
-0.229625,0.172091,-0.194897
-0.316113,0.196724,-0.264415
-0.37735,0.217116,-0.344829
-0.396981,0.228253,-0.432307
-0.362539,0.227875,-0.521029
-0.267973,0.216368,-0.603962
-0.116416,0.193801,-0.674293
0.078255,0.157186,-0.726851
0.292756,0.101112,-0.758736
0.497858,0.021073,-0.769088
0.662774,-0.082643,-0.758131
0.759016,-0.203421,-0.726219
0.763398,-0.330756,-0.673539
0.662328,-0.453085,-0.600637
0.458646,-0.55754,-0.50952
0.177193,-0.628103,-0.404359
-0.136035,-0.645659,-0.290769
-0.421962,-0.593105,-0.173781
-0.623138,-0.466053,-0.055378
-0.699569,-0.281062,0.066271
-0.639519,-0.072782,0.194128
-0.462064,0.118553,0.328041
-0.209311,0.263593,0.461645
0.066689,0.35299,0.58234
0.316167,0.390629,0.675312
0.496966,0.379718,0.72888
0.571607,0.313768,0.738337
0.508495,0.179259,0.707724
0.297005,-0.028383,0.649417
-0.035723,-0.28804,0.581969
-0.423345,-0.549272,0.526231
-0.77845,-0.744322,0.500471
-1.025868,-0.813356,0.515743
-1.127266,-0.728943,0.573934
-1.078126,-0.505247,0.670485
-0.893664,-0.188861,0.799348
-0.602718,0.166318,0.956837
-0.247644,0.522895,1.1419
0.118722,0.865647,1.351994
0.443393,1.189296,1.578804
0.689225,1.476038,1.807534
0.843176,1.682442,2.017731
0.907016,1.752105,2.182549
0.885284,1.64439,2.266006
0.78591,1.361522,2.221194
0.62791,0.954443,1.996896
0.445234,0.495723,1.557861
0.281941,0.042795,0.907924
0.178434,-0.380829,0.100967
0.157899,-0.777294,-0.768433
0.221284,-1.142189,-1.59671
0.348332,-1.437859,-2.305193
0.500814,-1.599294,-2.854061
0.626782,-1.564121,-3.23159
0.667636,-1.308296,-3.424036
0.570492,-0.865792,-3.393828
0.306853,-0.316981,-3.091751
-0.109734,0.240803,-2.495263
-0.617348,0.723467,-1.651395
-1.116263,1.079892,-0.689942
-1.498103,1.294506,0.218977
-1.67747,1.377479,0.934121
-1.609977,1.347821,1.397831
-1.295964,1.216277,1.644797
-0.77361,0.976641,1.749529
-0.110429,0.615208,1.757209
0.602527,0.141883,1.649763
1.260274,-0.381984,1.366311
1.763625,-0.848821,0.873715
2.04039,-1.148541,0.226681
2.056762,-1.236951,-0.440758
1.817021,-1.172653,-0.980215
1.353848,-1.074555,-1.31185
0.719929,-1.038381,-1.461464
-0.013353,-1.072615,-1.507643
-0.76136,-1.101745,-1.494843
-1.445151,-1.052113,-1.384836
-2.009546,-0.932791,-1.077453
-2.42382,-0.825837,-0.50134
-2.670108,-0.811003,0.297149
-2.732431,-0.886459,1.140299
-2.601564,-0.955905,1.781782
-2.298632,-0.915969,2.020319
-1.883832,-0.748484,1.795097
-1.423426,-0.521195,1.200922
-0.949528,-0.323384,0.43345
-0.454872,-0.197025,-0.305631
0.078036,-0.116763,-0.887374
0.634549,-0.039023,-1.274378
1.155597,0.049886,-1.49608
