No,X,Y,Z,Tabel
2713,-0.006571,-0.168127,0.021058,Gempa
2714,0.009249,-0.147037,0.002247,Gempa
2715,0.021277,-0.122716,-0.022582,Gempa
2716,0.028326,-0.099566,-0.04999,Gempa
2717,0.029475,-0.080795,-0.074605,Gempa
2718,0.024217,-0.068125,-0.091513,Gempa
2719,0.012918,-0.062166,-0.098473,Gempa
2720,-0.002881,-0.062932,-0.096077,Gempa
2721,-0.020636,-0.070014,-0.086398,Gempa
2722,-0.03761,-0.082508,-0.071331,Gempa
2723,-0.051685,-0.098887,-0.052011,Gempa
2724,-0.06163,-0.116987,-0.029842,Gempa
2725,-0.066992,-0.134229,-0.007334,Gempa
2726,-0.067936,-0.148141,0.012865,Gempa
2727,-0.065012,-0.157096,0.029275,Gempa
2728,-0.058841,-0.160706,0.041442,Gempa
2729,-0.04994,-0.159392,0.048716,Gempa
2730,-0.03893,-0.153567,0.049193,Gempa
2731,-0.026899,-0.143067,0.040387,Gempa
2732,-0.015605,-0.127203,0.02218,Gempa
2733,-0.007267,-0.105548,-0.000999,Gempa
2734,-0.003884,-0.078785,-0.021759,Gempa
2735,-0.006511,-0.048917,-0.033618,Gempa
2736,-0.014946,-0.018859,-0.034442,Gempa
2737,-0.02778,0.008375,-0.026999,Gempa
2738,-0.042696,0.030503,-0.015485,Gempa
2739,-0.056963,0.046423,-0.001599,Gempa
2740,-0.068064,0.056185,0.016165,Gempa
2741,-0.074265,0.060519,0.04027,Gempa
2742,-0.074862,0.060515,0.070655,Gempa
2743,-0.070128,0.057802,0.102893,Gempa
2744,-0.061012,0.054622,0.130003,Gempa
2745,-0.048758,0.05316,0.145898,Gempa
2746,-0.034612,0.054647,0.14791,Gempa
2747,-0.019645,0.059016,0.137424,Gempa
2748,-0.004688,0.065482,0.118524,Gempa
2749,0.009789,0.073907,0.096175,Gempa
2750,0.023875,0.085519,0.075135,Gempa
2751,0.038176,0.10185,0.059202,Gempa
2752,0.053224,0.123107,0.05023,Gempa
2753,0.068687,0.1475,0.047316,Gempa
2754,0.082897,0.171714,0.04694,Gempa
2755,0.093081,0.192168,0.044241,Gempa
2756,0.0965,0.206098,0.035224,Gempa
2757,0.09185,0.211729,0.018472,Gempa
2758,0.080149,0.208048,-0.004826,Gempa
2759,0.064712,0.194792,-0.031803,Gempa
2760,0.049929,0.172731,-0.058823,Gempa
2761,0.039335,0.143971,-0.082082,Gempa
2762,0.033848,0.111886,-0.098023,Gempa
2763,0.031472,0.080379,-0.104009,Gempa
2764,0.0293,0.052894,-0.099367,Gempa
2765,0.026004,0.03172,-0.085989,Gempa
2766,0.022689,0.01779,-0.067636,Gempa
2767,0.021727,0.011013,-0.048529,Gempa
2768,0.024222,0.010552,-0.032065,Gempa
2769,0.02847,0.01473,-0.020207,Gempa
2770,0.031222,0.021019,-0.013804,Gempa
2771,0.029817,0.026675,-0.013252,Gempa
2772,0.023057,0.029614,-0.018844,Gempa
2773,0.011163,0.028969,-0.030554,Gempa
2774,-0.004323,0.025117,-0.047275,Gempa
2775,-0.020653,0.019196,-0.066159,Gempa
2776,-0.034418,0.012638,-0.082767,Gempa
2777,-0.042821,0.007107,-0.092143,Gempa
2778,-0.045419,0.004488,-0.090593,Gempa
2779,-0.044735,0.0065,-0.077134,Gempa
2780,-0.044488,0.014045,-0.053622,Gempa
2781,-0.047195,0.026621,-0.023836,Gempa
2782,-0.053135,0.042128,0.007941,Gempa
2783,-0.060695,0.057296,0.038111,Gempa
2784,-0.067529,0.068607,0.064199,Gempa
2785,-0.071784,0.073366,0.084773,Gempa
2786,-0.0728,0.070486,0.099162,Gempa
2787,-0.071001,0.060569,0.107096,Gempa
2788,-0.066981,0.045486,0.108315,Gempa
2789,-0.0607,0.027738,0.102285,Gempa
2790,-0.051547,0.009848,0.088261,Gempa
2791,-0.038905,-0.006124,0.065858,Gempa
2792,-0.022682,-0.018993,0.036122,Gempa
2793,-0.00364,-0.028821,0.002304,Gempa
2794,0.016514,-0.036957,-0.030519,Gempa
2795,0.035336,-0.045447,-0.056878,Gempa
2796,0.050229,-0.056157,-0.072876,Gempa
2797,0.059242,-0.070036,-0.077457,Gempa
2798,0.061728,-0.086889,-0.07194,Gempa
2799,0.058322,-0.105826,-0.058574,Gempa
2800,0.050028,-0.125986,-0.039197,Gempa
2801,-0.209505,0.187844,-0.176554,Gempa
2802,-0.322729,0.197236,-0.263252,Gempa
2803,-0.412889,0.194531,-0.339795,Gempa
2804,-0.464732,0.180201,-0.38906,Gempa
2805,-0.465711,0.155188,-0.39799,Gempa
2806,-0.406279,0.12079,-0.363711,Gempa
2807,-0.28012,0.078685,-0.296804,Gempa
2808,-0.086564,0.031017,-0.218277,Gempa
2809,0.163508,-0.019508,-0.150992,Gempa
2810,0.442091,-0.069576,-0.108036,Gempa
2811,0.704062,-0.115402,-0.084533,Gempa
2812,0.894499,-0.153173,-0.059186,Gempa
2813,0.963158,-0.17975,-0.004256,Gempa
2814,0.879245,-0.193446,0.09997,Gempa
2815,0.640225,-0.194536,0.254785,Gempa
2816,0.275701,-0.185171,0.443994,Gempa
2817,-0.153383,-0.168725,0.642899,Gempa
2818,-0.563704,-0.148767,0.829236,Gempa
2819,-0.870253,-0.12814,0.98833,Gempa
2820,-1.010859,-0.108561,1.107689,Gempa
2821,-0.96369,-0.090628,1.167897,Gempa
2822,-0.750258,-0.07405,1.139053,Gempa
2823,-0.421461,-0.057985,0.987605,Gempa
2824,-0.042786,-0.04145,0.694204,Gempa
2825,0.308931,-0.023758,0.271336,Gempa
2826,0.547945,-0.00489,-0.23196,Gempa
2827,0.594704,0.014371,-0.740865,Gempa
2828,0.398687,0.032708,-1.179001,Gempa
2829,-0.042972,0.048737,-1.491992,Gempa
2830,-0.682803,0.061466,-1.656848,Gempa
2831,-1.440916,0.070593,-1.677232,Gempa
2832,-2.22185,0.076588,-1.569139,Gempa
2833,-2.913042,0.080551,-1.348544,Gempa
2834,-3.381245,0.083835,-1.030004,Gempa
2835,-3.489589,0.0875,-0.632435,Gempa
2836,-3.135688,0.091713,-0.185668,Gempa
2837,-2.299437,0.09541,0.2669,Gempa
2838,-1.072811,0.096538,0.672538,Gempa
2839,0.354157,0.092796,0.978645,Gempa
2840,1.740149,0.082664,1.145545,Gempa
2841,2.85482,0.066255,1.15963,Gempa
2842,3.534473,0.045516,1.042121,Gempa
2843,3.712943,0.023797,0.846749,Gempa
2844,3.426738,0.004876,0.640493,Gempa
2845,2.796194,-0.008197,0.475703,Gempa
2846,1.996879,-0.014017,0.366103,Gempa
2847,1.229253,-0.013161,0.279782,Gempa
2848,0.682544,-0.007673,0.159185,Gempa
2849,0.489691,-0.000092,-0.043774,Gempa
2850,0.689402,0.007489,-0.334745,Gempa
2851,1.217402,0.013912,-0.6645,Gempa
2852,1.931835,0.018755,-0.950133,Gempa
2853,2.666922,0.021793,-1.113986,Gempa
2854,3.275942,0.022544,-1.118442,Gempa
2855,3.633011,0.020077,-0.977423,Gempa
2856,3.619221,0.013189,-0.734287,Gempa
2857,3.128166,0.000831,-0.429062,Gempa
2858,2.099536,-0.017346,-0.081073,Gempa
2859,0.571305,-0.040605,0.30505,Gempa
2860,-1.287576,-0.06712,0.71325,Gempa
2861,-3.199054,-0.094288,1.094514,Gempa
2862,-4.835062,-0.119223,1.373136,Gempa
2863,-5.891467,-0.139302,1.475677,Gempa
2864,-6.162505,-0.152632,1.367913,Gempa
2865,-5.601995,-0.158282,1.076713,Gempa
2866,-4.35008,-0.156146,0.678352,Gempa
2867,-2.700398,-0.146515,0.264642,Gempa
2868,-1.018532,-0.129553,-0.095025,Gempa
2869,0.367081,-0.105086,-0.375735,Gempa
2870,1.252805,-0.073001,-0.589266,Gempa
2871,1.583447,-0.033922,-0.759012,Gempa
2872,1.428076,0.010308,-0.894742,Gempa
2873,0.929304,0.056653,-0.981627,Gempa
2874,0.243841,0.101541,-0.991941,Gempa
2875,-0.510926,0.141705,-0.907559,Gempa
2876,-1.281913,0.174696,-0.737754,Gempa
2877,-2.056012,0.198905,-0.521048,Gempa
2878,-2.80387,0.213139,-0.305862,Gempa
2879,-3.42529,0.216221,-0.124902,Gempa
2880,-3.747365,0.207068,0.019452,Gempa
2881,-3.607583,0.185166,0.152192,Gempa
2882,-2.955955,0.151208,0.304567,Gempa
2883,-1.898875,0.107581,0.489517,Gempa
2884,-0.669713,0.058374,0.688868,Gempa
2885,0.462725,0.008846,0.856184,Gempa
2886,1.28708,-0.035645,0.935429,Gempa
2887,1.693318,-0.070906,0.886004,Gempa
2888,1.681095,-0.094916,0.703194,Gempa
2889,1.352476,-0.108108,0.424102,Gempa
2890,0.889879,-0.112582,0.112301,Gempa
2891,0.510076,-0.110777,-0.167809,Gempa
2892,0.403692,-0.104307,-0.37371,Gempa
2893,0.677944,-0.093564,-0.495706,Gempa
2894,1.32837,-0.078425,-0.550948,Gempa
2895,2.260009,-0.059409,-0.568051,Gempa
2896,3.333671,-0.038435,-0.570432,Gempa
2897,4.410715,-0.018675,-0.564014,Gempa
2898,5.386178,-0.003326,-0.534245,Gempa
2899,6.204107,0.005847,-0.454569,Gempa
2900,6.849964,0.009252,-0.306011,Gempa
2901,7.31494,0.009213,-0.095398,Gempa
2902,7.548775,0.008727,0.140913,Gempa
2903,7.429487,0.00995,0.348401,Gempa
2904,6.785861,0.013195,0.477139,Gempa
2905,5.489772,0.016802,0.50339,Gempa
2906,3.54768,0.018064,0.437844,Gempa
2907,1.116466,0.014624,0.318743,Gempa
2908,-1.548811,0.00567,0.191636,Gempa
2909,-4.181067,-0.007585,0.087232,Gempa
2910,-6.56214,-0.022455,0.009625,Gempa
2911,-8.522972,-0.035849,-0.059263,Gempa
2912,-9.93268,-0.045322,-0.138722,Gempa
2913,-10.721733,-0.04977,-0.228927,Gempa
2914,-10.903731,-0.04957,-0.307999,Gempa
2915,-10.550397,-0.046221,-0.344363,Gempa
2916,-9.741821,-0.041536,-0.316242,Gempa
2917,-8.533051,-0.036724,-0.225042,Gempa
2918,-6.963805,-0.031758,-0.092821,Gempa
2919,-5.112433,-0.025352,0.049545,Gempa
2920,-3.12849,-0.015801,0.174506,Gempa
2921,-1.189849,-0.002212,0.265003,Gempa
2922,0.564403,0.014516,0.314509,Gempa
2923,2.063209,0.03161,0.32372,Gempa
2924,3.297802,0.045624,0.297687,Gempa
2925,4.300458,0.054146,0.244596,Gempa
2926,5.121553,0.056989,0.175717,Gempa
2927,5.807322,0.05621,0.104513,Gempa
2928,6.37087,0.054676,0.043646,Gempa
2929,6.760703,0.054302,0.002184,Gempa
2930,6.865046,0.05515,-0.014883,Gempa
2931,6.578363,0.055665,-0.006726,Gempa
2932,5.86923,0.053904,0.021714,Gempa
2933,4.787642,0.048838,0.058151,Gempa
2934,3.434156,0.040855,0.084546,Gempa
2935,1.930568,0.031456,0.083671,Gempa
2936,0.411313,0.022362,0.04979,Gempa
2937,-0.969419,0.014566,-0.005033,Gempa
2938,-2.05605,0.007862,-0.056982,Gempa
2939,-2.758639,0.000968,-0.084334,Gempa
2940,-3.103425,-0.007718,-0.081033,Gempa
2941,-3.200388,-0.019125,-0.061795,Gempa
2942,-3.164052,-0.032744,-0.053238,Gempa
2943,-3.046906,-0.046489,-0.07809,Gempa
2944,-2.823137,-0.057458,-0.14171,Gempa
2945,-2.436763,-0.063156,-0.227675,Gempa
2946,-1.864698,-0.062603,-0.306581,Gempa
2947,-1.1448,-0.056725,-0.352092,Gempa
2948,-0.367027,-0.047641,-0.356082,Gempa
2949,0.361469,-0.037463,-0.334592,Gempa
2950,0.958871,-0.027348,-0.318436,Gempa
2951,1.401312,-0.017249,-0.334562,Gempa
2952,1.729571,-0.006537,-0.387426,Gempa
2953,2.019687,0.005177,-0.451126,Gempa
2954,2.340383,0.017667,-0.480457,Gempa
2955,2.721531,0.030109,-0.433161,Gempa
2956,3.139824,0.041261,-0.292126,Gempa
2957,3.522471,0.04963,-0.075865,Gempa
2958,3.762565,0.053577,0.17098,Gempa
2959,3.74437,0.051593,0.398401,Gempa
2960,3.379112,0.042909,0.571562,Gempa
2961,2.64535,0.028124,0.681301,Gempa
2962,1.605478,0.009413,0.738461,Gempa
2963,0.374393,-0.00986,0.759437,Gempa
2964,-0.930552,-0.026137,0.752567,Gempa
2965,-2.220266,-0.036783,0.71334,Gempa
2966,-3.428231,-0.040782,0.632653,Gempa
2967,-4.472237,-0.038796,0.509721,Gempa
2968,-5.233736,-0.032522,0.359218,Gempa
2969,-5.597068,-0.023848,0.207198,Gempa
2970,-5.515063,-0.014309,0.075697,Gempa
2971,-5.050455,-0.004885,-0.03014,Gempa
2972,-4.366547,0.003888,-0.119386,Gempa
2973,-3.658181,0.011693,-0.20173,Gempa
2974,-3.066759,0.018243,-0.273358,Gempa
2975,-2.626265,0.02319,-0.314435,Gempa
2976,-2.255134,0.02617,-0.304663,Gempa
2977,-1.800646,0.026943,-0.241922,Gempa
2978,-1.116789,0.025541,-0.147324,Gempa
2979,-0.147394,0.022286,-0.055937,Gempa
2980,1.034777,0.017611,0.001222,Gempa
2981,2.271345,0.011865,0.010785,Gempa
2982,3.400924,0.005278,-0.023952,Gempa
2983,4.323895,-0.00196,-0.092461,Gempa
2984,5.013594,-0.009594,-0.18534,Gempa
2985,5.465129,-0.017182,-0.295011,Gempa
2986,5.645253,-0.023943,-0.407155,Gempa
2987,5.500147,-0.028808,-0.493125,Gempa
2988,4.994913,-0.030817,-0.514618,Gempa
2989,4.14167,-0.029598,-0.44046,Gempa
2990,2.999371,-0.025589,-0.26894,Gempa
2991,1.647467,-0.019883,-0.038945,Gempa
2992,0.165797,-0.013726,0.184343,Gempa
2993,-1.354971,-0.008055,0.338715,Gempa
2994,-2.796419,-0.003392,0.392663,Gempa
2995,-4.019158,0.000066,0.356369,Gempa
2996,-4.890521,0.002377,0.266634,Gempa
2997,-5.319167,0.003797,0.160441,Gempa
2998,-5.277953,0.004704,0.055049,Gempa
2999,-4.80163,0.005544,-0.055629,Gempa
3000,-3.970028,0.006896,-0.18471,Gempa
3001,0.188322,-0.190601,0.172187,Gempa
3002,0.203935,-0.214068,0.180331,Gempa
3003,0.210816,-0.233215,0.186211,Gempa
3004,0.208006,-0.245229,0.189518,Gempa
3005,0.195453,-0.246667,0.190134,Gempa
3006,0.174108,-0.234308,0.188271,Gempa
3007,0.145753,-0.206221,0.184485,Gempa
3008,0.112651,-0.162581,0.17955,Gempa
3009,0.077187,-0.105816,0.17428,Gempa
3010,0.041598,-0.04021,0.169454,Gempa
3011,0.007866,0.02883,0.16573,Gempa
3012,-0.022303,0.095606,0.163498,Gempa
3013,-0.047528,0.154876,0.162784,Gempa
3014,-0.066872,0.202411,0.163351,Gempa
3015,-0.079962,0.235309,0.164834,Gempa
3016,-0.086928,0.252232,0.166794,Gempa
3017,-0.088044,0.253646,0.168745,Gempa
3018,-0.083483,0.241949,0.170214,Gempa
3019,-0.073546,0.22119,0.170785,Gempa
3020,-0.059016,0.196222,0.170031,Gempa
3021,-0.041167,0.171275,0.167457,Gempa
3022,-0.021487,0.14858,0.162535,Gempa
3023,-0.001268,0.127754,0.154836,Gempa
3024,0.018608,0.106018,0.144173,Gempa
3025,0.03758,0.079214,0.130708,Gempa
3026,0.055307,0.043176,0.114994,Gempa
3027,0.071845,-0.00493,0.097987,Gempa
3028,0.087758,-0.065565,0.08107,Gempa
3029,0.103789,-0.136346,0.066052,Gempa
3030,0.120382,-0.212193,0.055151,Gempa
3031,0.137369,-0.286133,0.050899,Gempa
3032,0.153923,-0.35035,0.05594,Gempa
3033,0.168715,-0.397184,0.072676,Gempa
3034,0.180204,-0.420002,0.102741,Gempa
3035,0.186997,-0.413975,0.14652,Gempa
3036,0.188159,-0.376775,0.202911,Gempa
3037,0.183372,-0.309113,0.26929,Gempa
3038,0.172953,-0.215115,0.341613,Gempa
3039,0.157722,-0.102351,0.414614,Gempa
3040,0.138782,0.018735,0.482123,Gempa
3041,0.117273,0.136263,0.537555,Gempa
3042,0.094224,0.238904,0.5746,Gempa
3043,0.070581,0.317831,0.588017,Gempa
3044,0.0473,0.367845,0.574356,Gempa
3045,0.025349,0.38705,0.532444,Gempa
3046,0.005581,0.37584,0.463463,Gempa
3047,-0.011473,0.33608,0.370684,Gempa
3048,-0.025646,0.270923,0.258947,Gempa
3049,-0.036806,0.185267,0.134173,Gempa
3050,-0.044478,0.086111,0.003049,Gempa
3051,-0.047755,-0.017941,-0.127242,Gempa
3052,-0.045525,-0.117825,-0.249455,Gempa
3053,-0.036919,-0.205491,-0.356981,Gempa
3054,-0.021742,-0.275488,-0.444741,Gempa
3055,-0.00063,-0.326286,-0.50999,Gempa
3056,0.025097,-0.360509,-0.552667,Gempa
3057,0.053848,-0.383262,-0.575252,Gempa
3058,0.084148,-0.399215,-0.582133,Gempa
3059,0.114729,-0.409627,-0.578779,Gempa
3060,0.144462,-0.41096,-0.570905,Gempa
3061,0.172302,-0.396323,-0.563729,Gempa
3062,0.197268,-0.358417,-0.561324,Gempa
3063,0.218431,-0.292432,-0.566055,Gempa
3064,0.234786,-0.198194,-0.578194,Gempa
3065,0.245024,-0.081133,-0.595804,Gempa
3066,0.247502,0.048079,-0.615081,Gempa
3067,0.240674,0.175539,-0.631085,Gempa
3068,0.22369,0.287273,-0.638742,Gempa
3069,0.196745,0.372747,-0.633704,Gempa
3070,0.160976,0.426994,-0.612711,Gempa
3071,0.117875,0.449954,-0.573554,Gempa
3072,0.068749,0.444298,-0.514819,Gempa
3073,0.014731,0.413384,-0.435677,Gempa
3074,-0.042828,0.360248,-0.33592,Gempa
3075,-0.101941,0.287985,-0.216302,Gempa
3076,-0.159906,0.200661,-0.079155,Gempa
3077,-0.213768,0.10389,0.070946,Gempa
3078,-0.260828,0.004925,0.226763,Gempa
3079,-0.298746,-0.087838,0.378494,Gempa
3080,-0.325497,-0.166105,0.514605,Gempa
3081,-0.339486,-0.22371,0.623131,Gempa
3082,-0.339839,-0.258323,0.693153,Gempa
3083,-0.326668,-0.271671,0.716128,Gempa
3084,-0.301086,-0.26826,0.686817,Gempa
3085,-0.264858,-0.253023,0.603688,Gempa
3086,-0.220054,-0.229325,0.468742,Gempa
3087,-0.169068,-0.198524,0.286976,Gempa
3088,-0.114796,-0.160745,0.065805,Gempa
3089,-0.060689,-0.116246,-0.185231,Gempa
3090,-0.010565,-0.066736,-0.454273,Gempa
3091,0.03183,-0.016072,-0.726923,Gempa
3092,0.063318,0.030069,-0.986622,Gempa
3093,0.081649,0.065816,-1.215913,Gempa
3094,0.085653,0.087257,-1.398644,Gempa
3095,0.075219,0.094078,-1.522267,Gempa
3096,0.051322,0.089753,-1.579258,Gempa
3097,0.016221,0.079728,-1.56728,Gempa
3098,-0.026473,0.0689,-1.488043,Gempa
3099,-0.072218,0.059837,-1.345899,Gempa
3100,-0.116259,0.05226,-1.14724,Gempa
3101,-0.15436,0.043961,-0.900784,Gempa
3102,-0.18328,0.032499,-0.618441,Gempa
3103,-0.200854,0.016998,-0.315714,Gempa
3104,-0.205983,-0.000676,-0.010686,Gempa
3105,-0.198705,-0.016028,0.278056,Gempa
3106,-0.18013,-0.023323,0.533906,Gempa
3107,-0.151988,-0.018041,0.744113,Gempa
3108,-0.11618,0.000617,0.900298,Gempa
3109,-0.074692,0.028451,0.998086,Gempa
3110,-0.029719,0.05695,1.036434,Gempa
3111,0.016316,0.076417,1.016954,Gempa
3112,0.060941,0.079992,0.943314,Gempa
3113,0.101968,0.066694,0.820609,Gempa
3114,0.137756,0.042126,0.654681,Gempa
3115,0.167199,0.016,0.45166,Gempa
3116,0.189585,-0.001773,0.218084,Gempa
3117,0.204524,-0.004568,-0.038356,Gempa
3118,0.2119,0.008837,-0.307563,Gempa
3119,0.211799,0.034137,-0.576028,Gempa
3120,0.204568,0.06314,-0.826884,Gempa
3121,0.191098,0.086873,-1.041222,Gempa
3122,0.173053,0.098824,-1.200592,Gempa
3123,0.152766,0.096959,-1.289619,Gempa
3124,0.132878,0.083897,-1.297815,Gempa
3125,0.115833,0.065,-1.220707,Gempa
3126,0.10341,0.045842,-1.060536,Gempa
3127,0.096397,0.030382,-0.826558,Gempa
3128,0.094507,0.020148,-0.534628,Gempa
3129,0.096587,0.014421,-0.205796,Gempa
3130,0.100962,0.011165,0.136222,Gempa
3131,0.105786,0.008507,0.467724,Gempa
3132,0.109336,0.006206,0.766829,Gempa
3133,0.110244,0.00643,1.014191,Gempa
3134,0.10759,0.013356,1.19294,Gempa
3135,0.100799,0.031292,1.289095,Gempa
3136,0.08945,0.062255,1.293496,Gempa
3137,0.073149,0.104225,1.204417,Gempa
3138,0.051612,0.150969,1.02953,Gempa
3139,0.025034,0.194016,0.786187,Gempa
3140,-0.005576,0.225582,0.499256,Gempa
3141,-0.038416,0.241102,0.197533,Gempa
3142,-0.071161,0.240544,-0.090199,Gempa
3143,-0.101341,0.228029,-0.338675,Gempa
3144,-0.126712,0.21041,-0.528537,Gempa
3145,-0.145552,0.195323,-0.647343,Gempa
3146,-0.156858,0.188919,-0.689052,Gempa
3147,-0.160414,0.193564,-0.653056,Gempa
3148,-0.156811,0.206603,-0.543708,Gempa
3149,-0.147408,0.221321,-0.370309,Gempa
3150,-0.134148,0.229541,-0.147134,Gempa
3151,-0.119147,0.22485,0.107141,Gempa
3152,-0.104372,0.204976,0.370952,Gempa
3153,-0.091646,0.172036,0.621594,Gempa
3154,-0.082672,0.131182,0.836692,Gempa
3155,-0.078779,0.088305,0.996135,Gempa
3156,-0.080572,0.047658,1.085146,Gempa
3157,-0.087824,0.010198,1.097456,Gempa
3158,-0.099654,-0.026568,1.036726,Gempa
3159,-0.114912,-0.066673,0.914824,Gempa
3160,-0.13245,-0.112871,0.746435,Gempa
3161,-0.151056,-0.164374,0.543497,Gempa
3162,-0.169323,-0.216225,0.313142,Gempa
3163,-0.185769,-0.260994,0.059222,Gempa
3164,-0.199034,-0.291495,-0.213606,Gempa
3165,-0.207962,-0.303114,-0.495809,Gempa
3166,-0.211672,-0.294996,-0.771167,Gempa
3167,-0.209689,-0.269673,-1.017203,Gempa
3168,-0.201974,-0.231569,-1.20785,Gempa
3169,-0.188721,-0.184979,-1.318204,Gempa
3170,-0.17021,-0.132465,-1.330963,Gempa
3171,-0.146991,-0.07454,-1.241744,Gempa
3172,-0.12013,-0.010558,-1.060179,Gempa
3173,-0.091192,0.059505,-0.806752,Gempa
3174,-0.061982,0.133316,-0.506344,Gempa
3175,-0.034223,0.205456,-0.18204,Gempa
3176,-0.009395,0.267999,0.147665,Gempa
3177,0.011145,0.312448,0.468665,Gempa
3178,0.02611,0.33209,0.769086,Gempa
3179,0.034575,0.323759,1.036602,Gempa
3180,0.03631,0.288465,1.256559,Gempa
3181,0.031784,0.230591,1.412287,Gempa
3182,0.021906,0.156247,1.488674,Gempa
3183,0.007729,0.071499,1.477326,Gempa
3184,-0.009671,-0.018798,1.380958,Gempa
3185,-0.028972,-0.110929,1.214681,Gempa
3186,-0.048336,-0.201304,1.002515,Gempa
3187,-0.065384,-0.285053,0.771403,Gempa
3188,-0.077477,-0.355337,0.545303,Gempa
3189,-0.082228,-0.404304,0.340875,Gempa
3190,-0.077984,-0.425172,0.165746,Gempa
3191,-0.064061,-0.414518,0.019172,Gempa
3192,-0.040731,-0.373752,-0.104981,Gempa
3193,-0.009042,-0.308879,-0.213902,Gempa
3194,0.029442,-0.229004,-0.311319,Gempa
3195,0.072889,-0.144119,-0.394751,Gempa
3196,0.119345,-0.062892,-0.456429,Gempa
3197,0.166688,0.008919,-0.487216,Gempa
3198,0.212527,0.068932,-0.482028,Gempa
3199,0.254189,0.117188,-0.443615,Gempa
3200,0.288822,0.154492,-0.381968,Gempa
3201,-0.17665,-0.18007,0.188779,Gempa
3202,-0.200361,-0.202783,0.194279,Gempa
3203,-0.220078,-0.218138,0.182011,Gempa
3204,-0.23047,-0.224038,0.155669,Gempa
3205,-0.226998,-0.218786,0.122774,Gempa
3206,-0.207322,-0.200841,0.090649,Gempa
3207,-0.171904,-0.168859,0.06262,Gempa
3208,-0.123209,-0.122311,0.03785,Gempa
3209,-0.063606,-0.062608,0.013747,Gempa
3210,0.005916,0.006167,-0.011157,Gempa
3211,0.084495,0.077758,-0.035747,Gempa
3212,0.169242,0.144931,-0.057269,Gempa
3213,0.254441,0.200662,-0.073216,Gempa
3214,0.332649,0.239072,-0.082564,Gempa
3215,0.397178,0.256128,-0.086069,Gempa
3216,0.443552,0.25029,-0.085671,Gempa
3217,0.468316,0.223073,-0.083172,Gempa
3218,0.467585,0.179044,-0.078683,Gempa
3219,0.437982,0.124803,-0.070391,Gempa
3220,0.379209,0.067544,-0.056727,Gempa
3221,0.296288,0.013873,-0.038916,Gempa
3222,0.199426,-0.03092,-0.021462,Gempa
3223,0.100489,-0.063166,-0.010336,Gempa
3224,0.008938,-0.081015,-0.009617,Gempa
3225,-0.069857,-0.084648,-0.019162,Gempa
3226,-0.13439,-0.076173,-0.035282,Gempa
3227,-0.185978,-0.058881,-0.052935,Gempa
3228,-0.22759,-0.036403,-0.067542,Gempa
3229,-0.262483,-0.012346,-0.075976,Gempa
3230,-0.292097,0.009671,-0.076795,Gempa
3231,-0.313477,0.025952,-0.070002,Gempa
3232,-0.319035,0.033182,-0.056529,Gempa
3233,-0.301027,0.029679,-0.037807,Gempa
3234,-0.257529,0.016522,-0.015637,Gempa
3235,-0.195502,-0.002504,0.007937,Gempa
3236,-0.128683,-0.022232,0.031083,Gempa
3237,-0.07013,-0.038295,0.05285,Gempa
3238,-0.025315,-0.048908,0.073565,Gempa
3239,0.008527,-0.05501,0.094173,Gempa
3240,0.037975,-0.058909,0.114309,Gempa
3241,0.067083,-0.062108,0.131048,Gempa
3242,0.093378,-0.063878,0.140184,Gempa
3243,0.109206,-0.061838,0.138812,Gempa
3244,0.106067,-0.053788,0.127274,Gempa
3245,0.078936,-0.039532,0.109303,Gempa
3246,0.02885,-0.021518,0.089859,Gempa
3247,-0.037016,-0.00365,0.072347,Gempa
3248,-0.106921,0.010551,0.05704,Gempa
3249,-0.167045,0.019109,0.041281,Gempa
3250,-0.204513,0.021878,0.0215,Gempa
3251,-0.210572,0.02008,-0.004112,Gempa
3252,-0.182757,0.015679,-0.033739,Gempa
3253,-0.124851,0.010926,-0.062196,Gempa
3254,-0.045382,0.007869,-0.083922,Gempa
3255,0.044563,0.007661,-0.096242,Gempa
3256,0.133673,0.010047,-0.10036,Gempa
3257,0.212618,0.013617,-0.100093,Gempa
3258,0.275744,0.016797,-0.099342,Gempa
3259,0.321553,0.019203,-0.100307,Gempa
3260,0.351235,0.022246,-0.103743,Gempa
3261,0.365473,0.028125,-0.109731,Gempa
3262,0.363053,0.038094,-0.117373,Gempa
3263,0.343874,0.051279,-0.124031,Gempa
3264,0.312625,0.064718,-0.12543,Gempa
3265,0.278509,0.074831,-0.117042,Gempa
3266,0.250978,0.07906,-0.096491,Gempa
3267,0.233683,0.076515,-0.065212,Gempa
3268,0.221622,0.067773,-0.027712,Gempa
3269,0.204907,0.054281,0.010692,Gempa
3270,0.174113,0.037719,0.046275,Gempa
3271,0.122111,0.019509,0.078112,Gempa
3272,0.043999,0.000488,0.107283,Gempa
3273,-0.061922,-0.019196,0.135095,Gempa
3274,-0.191908,-0.039766,0.161563,Gempa
3275,-0.334944,-0.061018,0.184952,Gempa
3276,-0.474206,-0.081483,0.202645,Gempa
3277,-0.593346,-0.098212,0.212334,Gempa
3278,-0.682603,-0.107487,0.21246,Gempa
3279,-0.73953,-0.106451,0.2018,Gempa
3280,-0.76559,-0.094595,0.178615,Gempa
3281,-0.761649,-0.073987,0.140433,Gempa
3282,-0.725682,-0.048308,0.085381,Gempa
3283,-0.654768,-0.02122,0.014415,Gempa
3284,-0.54897,0.004688,-0.066794,Gempa
