No,X,Y,Z,Tabel
12441,0.677341,0.892545,0.109313,Gempa
12442,-0.313542,0.691102,0.126526,Gempa
12443,-1.360237,0.40294,0.135737,Gempa
12444,-2.31918,0.06964,0.135972,Gempa
12445,-3.03772,-0.267538,0.126312,Gempa
12446,-3.389284,-0.563086,0.106737,Gempa
12447,-3.311232,-0.773608,0.07862,Gempa
12448,-2.82882,-0.875556,0.044368,Gempa
12449,-2.050004,-0.878213,0.006601,Gempa
12450,-1.123378,-0.816531,-0.032541,Gempa
12451,-0.190412,-0.730785,-0.071478,Gempa
12452,0.637263,-0.645515,-0.108491,Gempa
12453,1.2787,-0.559253,-0.140913,Gempa
12454,1.676032,-0.452097,-0.165064,Gempa
12455,1.795027,-0.301698,-0.177228,Gempa
12456,1.64033,-0.097024,-0.17548,Gempa
12457,1.26552,0.154737,-0.160889,Gempa
12458,0.758897,0.429046,-0.136815,Gempa
12459,0.218502,0.687486,-0.107022,Gempa
12460,-0.266586,0.881574,-0.073979,Gempa
12461,-0.628304,0.962608,-0.038487,Gempa
12462,-0.828235,0.902243,-0.001106,Gempa
12463,-0.861277,0.713127,0.036186,Gempa
12464,-0.750592,0.453702,0.069825,Gempa
12465,-0.536307,0.2089,0.09577,Gempa
12466,-0.263448,0.047225,0.111121,Gempa
12467,0.021101,-0.015932,0.115295,Gempa
12468,0.259793,-0.018735,0.11,Gempa
12469,0.384657,-0.022587,0.098328,Gempa
12470,0.343656,-0.068339,0.083405,Gempa
12471,0.131781,-0.149147,0.067159,Gempa
12472,-0.199832,-0.222767,0.04967,Gempa
12473,-0.557667,-0.245661,0.029346,Gempa
12474,-0.835034,-0.203654,0.004086,Gempa
12475,-0.939816,-0.12098,-0.027131,Gempa
12476,-0.80919,-0.039863,-0.062861,Gempa
12477,-0.418671,0.007586,-0.098532,Gempa
12478,0.208264,0.012554,-0.127058,Gempa
12479,0.998463,-0.014038,-0.140657,Gempa
12480,1.844739,-0.055608,-0.133588,Gempa
12481,2.627091,-0.100292,-0.104448,Gempa
12482,3.227755,-0.13873,-0.056717,Gempa
12483,3.54418,-0.15974,0.002318,Gempa
12484,3.506103,-0.154893,0.063804,Gempa
12485,3.092317,-0.12644,0.11956,Gempa
12486,2.337553,-0.089244,0.163364,Gempa
12487,1.32307,-0.064982,0.191213,Gempa
12488,0.150369,-0.070616,0.200732,Gempa
12489,-1.080781,-0.108718,0.190372,Gempa
12490,-2.272371,-0.166068,0.159088,Gempa
12491,-3.319811,-0.217603,0.107056,Gempa
12492,-4.11347,-0.232318,0.037526,Gempa
12493,-4.552302,-0.180939,-0.041658,Gempa
12494,-4.565564,-0.045834,-0.11856,Gempa
12495,-4.133371,0.170452,-0.179818,Gempa
12496,-3.297238,0.44232,-0.214895,Gempa
12497,-2.158813,0.723825,-0.219722,Gempa
12498,-0.865076,0.956993,-0.197544,Gempa
12499,0.416926,1.084731,-0.15698,Gempa
12500,1.531306,1.066442,-0.108036,Gempa
12501,2.358306,0.889555,-0.058346,Gempa
12502,2.823208,0.570539,-0.011782,Gempa
12503,2.89697,0.148523,0.030526,Gempa
12504,2.596566,-0.323686,0.067499,Gempa
12505,1.984026,-0.785939,0.096116,Gempa
12506,1.158989,-1.173119,0.11208,Gempa
12507,0.243799,-1.421155,0.112213,Gempa
12508,-0.636939,-1.48265,0.096888,Gempa
12509,-1.372804,-1.343292,0.070821,Gempa
12510,-1.872675,-1.027305,0.04121,Gempa
12511,-2.066063,-0.589954,0.014805,Gempa
12512,-1.91016,-0.099333,-0.004254,Gempa
12513,-1.40403,0.381076,-0.015149,Gempa
12514,-0.60464,0.799191,-0.019476,Gempa
12515,0.369534,1.11312,-0.019626,Gempa
12516,1.360527,1.287781,-0.017314,Gempa
12517,2.208788,1.295198,-0.012743,Gempa
12518,2.791773,1.121739,-0.004732,Gempa
12519,3.047003,0.777873,0.008333,Gempa
12520,2.968206,0.303804,0.026994,Gempa
12521,2.586878,-0.233884,0.049534,Gempa
12522,1.953495,-0.757175,0.071968,Gempa
12523,1.126215,-1.195298,0.089227,Gempa
12524,0.17045,-1.497905,0.097158,Gempa
12525,-0.835014,-1.638282,0.094086,Gempa
12526,-1.791981,-1.605775,0.080839,Gempa
12527,-2.585681,-1.397197,0.059618,Gempa
12528,-3.103416,-1.016892,0.032568,Gempa
12529,-3.262123,-0.485348,0.001094,Gempa
12530,-3.034126,0.149006,-0.033405,Gempa
12531,-2.459471,0.806885,-0.068389,Gempa
12532,-1.635734,1.393698,-0.099793,Gempa
12533,-0.694043,1.823983,-0.122722,Gempa
12534,0.229294,2.041591,-0.133033,Gempa
12535,1.019373,2.027461,-0.128641,Gempa
12536,1.601748,1.792354,-0.109587,Gempa
12537,1.947355,1.367381,-0.077303,Gempa
12538,2.058971,0.803197,-0.033891,Gempa
12539,1.953087,0.172322,0.018016,Gempa
12540,1.651643,-0.435735,0.074644,Gempa
12541,1.185255,-0.930767,0.13059,Gempa
12542,0.603009,-1.248055,0.179273,Gempa
12543,-0.024436,-1.36907,0.213935,Gempa
12544,-0.617745,-1.320774,0.228667,Gempa
12545,-1.106061,-1.15599,0.219401,Gempa
12546,-1.43568,-0.924281,0.184958,Gempa
12547,-1.572607,-0.653412,0.128014,Gempa
12548,-1.504355,-0.356731,0.055473,Gempa
12549,-1.24168,-0.053452,-0.022458,Gempa
12550,-0.818553,0.217714,-0.094899,Gempa
12551,-0.289837,0.405324,-0.153053,Gempa
12552,0.274195,0.475233,-0.191444,Gempa
12553,0.796724,0.436006,-0.207794,Gempa
12554,1.207056,0.33269,-0.202171,Gempa
12555,1.455178,0.218587,-0.176372,Gempa
12556,1.524044,0.124993,-0.13411,Gempa
12557,1.432701,0.04949,-0.081251,Gempa
12558,1.224535,-0.026483,-0.025262,Gempa
12559,0.948532,-0.113861,0.025994,Gempa
12560,0.643338,-0.20914,0.065725,Gempa
12561,0.330078,-0.300172,0.089543,Gempa
12562,0.017391,-0.37286,0.096304,Gempa
12563,-0.286377,-0.411139,0.088271,Gempa
12564,-0.561513,-0.390595,0.070406,Gempa
12565,-0.775898,-0.280529,0.048932,Gempa
12566,-0.89983,-0.065488,0.029426,Gempa
12567,-0.921627,0.231275,0.015132,Gempa
12568,-0.848688,0.544888,0.006255,Gempa
12569,-0.69786,0.789723,0.000407,Gempa
12570,-0.484944,0.897705,-0.005847,Gempa
12571,-0.223595,0.849179,-0.015285,Gempa
12572,0.062675,0.674083,-0.029021,Gempa
12573,0.331198,0.431117,-0.046191,Gempa
12574,0.528342,0.17926,-0.064139,Gempa
12575,0.60627,-0.042092,-0.078736,Gempa
12576,0.536012,-0.214045,-0.084893,Gempa
12577,0.314878,-0.329088,-0.078021,Gempa
12578,-0.031482,-0.383296,-0.05679,Gempa
12579,-0.453321,-0.375507,-0.025306,Gempa
12580,-0.888893,-0.313812,0.007556,Gempa
12581,-1.279419,-0.220401,0.03178,Gempa
12582,-1.580066,-0.126367,0.041656,Gempa
12583,-1.76111,-0.059755,0.039297,Gempa
12584,-1.7981,-0.0336,0.032847,Gempa
12585,-1.665565,-0.040856,0.031146,Gempa
12586,-1.346879,-0.06095,0.038005,Gempa
12587,-0.850702,-0.072436,0.049725,Gempa
12588,-0.220012,-0.064374,0.058269,Gempa
12589,0.471257,-0.040697,0.056992,Gempa
12590,1.134309,-0.014117,0.044877,Gempa
12591,1.684472,0.004836,0.026928,Gempa
12592,2.05406,0.016607,0.009981,Gempa
12593,2.19876,0.034059,-0.002068,Gempa
12594,2.100121,0.074172,-0.009574,Gempa
12595,1.769075,0.147137,-0.014976,Gempa
12596,1.251617,0.250247,-0.018834,Gempa
12597,0.628995,0.367405,-0.017919,Gempa
12598,0.003587,0.473522,-0.008022,Gempa
12599,-0.525669,0.541661,0.011638,Gempa
12600,-0.889199,0.550733,0.036471,Gempa
12601,-0.182635,0.171988,-0.171311,Gempa
12602,-0.199225,0.174948,-0.216084,Gempa
12603,-0.215471,0.176219,-0.255005,Gempa
12604,-0.230475,0.175931,-0.284254,Gempa
12605,-0.243011,0.174224,-0.300379,Gempa
12606,-0.252232,0.171113,-0.300729,Gempa
12607,-0.258254,0.166506,-0.283983,Gempa
12608,-0.262102,0.160336,-0.250414,Gempa
12609,-0.26519,0.152679,-0.201818,Gempa
12610,-0.268733,0.143753,-0.141107,Gempa
12611,-0.273387,0.133782,-0.071904,Gempa
12612,-0.279313,0.122928,0.001659,Gempa
12613,-0.286306,0.111442,0.075128,Gempa
12614,-0.293739,0.099794,0.144112,Gempa
12615,-0.300532,0.088576,0.20476,Gempa
12616,-0.305449,0.07829,0.254149,Gempa
12617,-0.307648,0.069221,0.29052,Gempa
12618,-0.307213,0.061354,0.313325,Gempa
12619,-0.305235,0.054344,0.323051,Gempa
12620,-0.303158,0.047637,0.320823,Gempa
12621,-0.301845,0.040827,0.308074,Gempa
12622,-0.301003,0.033897,0.286535,Gempa
12623,-0.299346,0.027037,0.258391,Gempa
12624,-0.295541,0.020297,0.226341,Gempa
12625,-0.289096,0.013453,0.193367,Gempa
12626,-0.280402,0.006175,0.162159,Gempa
12627,-0.270268,-0.001573,0.134587,Gempa
12628,-0.259509,-0.009345,0.111599,Gempa
12629,-0.248759,-0.016541,0.093406,Gempa
12630,-0.238504,-0.022746,0.079695,Gempa
12631,-0.229063,-0.027648,0.06973,Gempa
12632,-0.220348,-0.030835,0.062336,Gempa
12633,-0.211663,-0.03189,0.055973,Gempa
12634,-0.201873,-0.030658,0.049107,Gempa
12635,-0.189903,-0.027395,0.040663,Gempa
12636,-0.175401,-0.022702,0.030257,Gempa
12637,-0.159126,-0.01721,0.018182,Gempa
12638,-0.142676,-0.011314,0.005152,Gempa
12639,-0.127666,-0.00518,-0.007957,Gempa
12640,-0.114697,0.001107,-0.02024,Gempa
12641,-0.102899,0.007443,-0.030947,Gempa
12642,-0.090614,0.013703,-0.039844,Gempa
12643,-0.076491,0.019784,-0.047429,Gempa
12644,-0.060156,0.025635,-0.054645,Gempa
12645,-0.04214,0.031202,-0.062311,Gempa
12646,-0.023147,0.036337,-0.070611,Gempa
12647,-0.003467,0.040765,-0.078963,Gempa
12648,0.016878,0.044126,-0.086409,Gempa
12649,0.03768,0.046105,-0.092179,Gempa
12650,0.058415,0.046486,-0.096022,Gempa
12651,0.078477,0.045061,-0.098233,Gempa
12652,0.097581,0.04158,-0.099375,Gempa
12653,0.115852,0.035915,-0.099899,Gempa
12654,0.133331,0.028228,-0.099822,Gempa
12655,0.149446,0.018935,-0.098604,Gempa
12656,0.163074,0.008599,-0.095301,Gempa
12657,0.17307,-0.002077,-0.088872,Gempa
12658,0.17893,-0.012285,-0.078487,Gempa
12659,0.181137,-0.021315,-0.063799,Gempa
12660,0.180866,-0.02882,-0.045109,Gempa
12661,0.179368,-0.034962,-0.023416,Gempa
12662,0.177434,-0.040269,-0.000315,Gempa
12663,0.175175,-0.045198,0.02221,Gempa
12664,0.172231,-0.049838,0.042074,Gempa
12665,0.168131,-0.054085,0.057417,Gempa
12666,0.162537,-0.057888,0.066926,Gempa
12667,0.155288,-0.061151,0.070047,Gempa
12668,0.146319,-0.063571,0.066982,Gempa
12669,0.135712,-0.064779,0.058545,Gempa
12670,0.124032,-0.064591,0.045988,Gempa
12671,0.112461,-0.06309,0.030859,Gempa
12672,0.102334,-0.060509,0.014917,Gempa
12673,0.094458,-0.057024,0.000059,Gempa
12674,0.088783,-0.052715,-0.011799,Gempa
12675,0.08465,-0.047836,-0.018885,Gempa
12676,0.081594,-0.043011,-0.01978,Gempa
12677,0.07998,-0.038982,-0.013719,Gempa
12678,0.080886,-0.036252,-0.000935,Gempa
12679,0.085492,-0.034988,0.017231,Gempa
12680,0.094435,-0.035122,0.038707,Gempa
12681,0.107458,-0.036446,0.061166,Gempa
12682,0.123515,-0.038674,0.08224,Gempa
12683,0.141109,-0.041468,0.099587,Gempa
12684,0.158653,-0.044437,0.111061,Gempa
12685,0.17474,-0.047118,0.115056,Gempa
12686,0.188312,-0.04903,0.110931,Gempa
12687,0.198782,-0.049832,0.099108,Gempa
12688,0.206137,-0.049447,0.080597,Gempa
12689,0.210863,-0.048,0.056498,Gempa
12690,0.213561,-0.045614,0.027993,Gempa
12691,0.214443,-0.042189,-0.003461,Gempa
12692,0.213025,-0.037351,-0.036152,Gempa
12693,0.208292,-0.030688,-0.068298,Gempa
12694,0.199451,-0.022025,-0.0982,Gempa
12695,0.186703,-0.011465,-0.124252,Gempa
12696,0.171398,0.000653,-0.144836,Gempa
12697,0.155532,0.013756,-0.15835,Gempa
12698,0.140831,0.027027,-0.163578,Gempa
12699,0.128122,0.039481,-0.160059,Gempa
12700,0.117516,0.050111,-0.148139,Gempa
12701,0.108897,0.058048,-0.128919,Gempa
12702,0.102115,0.06272,-0.104295,Gempa
12703,0.096908,0.063975,-0.076908,Gempa
12704,0.092813,0.062069,-0.049772,Gempa
12705,0.089314,0.057442,-0.025753,Gempa
12706,0.086309,0.050436,-0.00713,Gempa
12707,0.084314,0.041147,0.004742,Gempa
12708,0.083957,0.029538,0.009675,Gempa
12709,0.085286,0.015786,0.008804,Gempa
12710,0.08753,0.0005,0.004504,Gempa
12711,0.089343,-0.015471,-0.000093,Gempa
12712,0.089394,-0.031346,-0.002055,Gempa
12713,0.087026,-0.04646,0.000539,Gempa
12714,0.08268,-0.060118,0.008462,Gempa
12715,0.077743,-0.071461,0.021599,Gempa
12716,0.073693,-0.079551,0.039158,Gempa
12717,0.07123,-0.083743,0.059759,Gempa
12718,0.07012,-0.083951,0.081478,Gempa
12719,0.069686,-0.080459,0.10208,Gempa
12720,0.069553,-0.073612,0.119563,Gempa
12721,0.069983,-0.063781,0.132677,Gempa
12722,0.071395,-0.051539,0.141056,Gempa
12723,0.073859,-0.037816,0.145025,Gempa
12724,0.077279,-0.023769,0.145243,Gempa
12725,0.081737,-0.010293,0.142317,Gempa
12726,0.087377,0.002346,0.136498,Gempa
12727,0.093996,0.014289,0.127583,Gempa
12728,0.100795,0.025686,0.115082,Gempa
12729,0.10647,0.036562,0.098502,Gempa
12730,0.109687,0.046925,0.077573,Gempa
12731,0.109579,0.056878,0.05234,Gempa
12732,0.10595,0.066595,0.023159,Gempa
12733,0.099253,0.076093,-0.009266,Gempa
12734,0.090414,0.085058,-0.04371,Gempa
12735,0.080507,0.092956,-0.078366,Gempa
12736,0.070305,0.099293,-0.111143,Gempa
12737,0.060052,0.103818,-0.140028,Gempa
12738,0.049716,0.106581,-0.163257,Gempa
12739,0.039257,0.107843,-0.179391,Gempa
12740,0.028524,0.107942,-0.187489,Gempa
12741,0.017184,0.107218,-0.187395,Gempa
12742,0.0051,0.105991,-0.180045,Gempa
12743,-0.007253,0.104543,-0.167503,Gempa
12744,-0.018893,0.103071,-0.152559,Gempa
12745,-0.028947,0.101617,-0.138172,Gempa
12746,-0.037464,0.100098,-0.127077,Gempa
12747,-0.045676,0.098496,-0.121462,Gempa
12748,-0.055177,0.096934,-0.122592,Gempa
12749,-0.066745,0.095427,-0.130391,Gempa
12750,-0.079769,0.093655,-0.14314,Gempa
12751,-0.092561,0.091098,-0.157579,Gempa
12752,-0.103475,0.087361,-0.169603,Gempa
12753,-0.111909,0.082387,-0.17518,Gempa
12754,-0.118372,0.076396,-0.171129,Gempa
12755,-0.123835,0.069568,-0.15568,Gempa
12756,-0.128904,0.061954,-0.128812,Gempa
12757,-0.133513,0.053878,-0.092315,Gempa
12758,-0.13743,0.046207,-0.049427,Gempa
12759,-0.140701,0.039895,-0.004108,Gempa
12760,-0.14325,0.035396,0.039915,Gempa
12761,-0.14431,0.032649,0.079793,Gempa
12762,-0.142584,0.0314,0.113503,Gempa
12763,-0.137079,0.031457,0.13948,Gempa
12764,-0.12811,0.032668,0.156408,Gempa
12765,-0.11751,0.034657,0.163217,Gempa
12766,-0.107487,0.036716,0.159207,Gempa
12767,-0.099188,0.038128,0.144149,Gempa
12768,-0.09221,0.038451,0.118356,Gempa
12769,-0.085109,0.037351,0.08281,Gempa
12770,-0.076514,0.034424,0.039433,Gempa
12771,-0.066008,0.029429,-0.008824,Gempa
12772,-0.05411,0.022576,-0.058341,Gempa
12773,-0.041686,0.014419,-0.105446,Gempa
12774,-0.029287,0.005549,-0.146967,Gempa
12775,-0.016882,-0.003565,-0.180447,Gempa
12776,-0.004194,-0.01262,-0.20394,Gempa
12777,0.008868,-0.021481,-0.215743,Gempa
12778,0.022162,-0.030253,-0.214466,Gempa
12779,0.035534,-0.039393,-0.19937,Gempa
12780,0.049018,-0.049643,-0.170808,Gempa
12781,0.062813,-0.061645,-0.130535,Gempa
12782,0.076958,-0.075573,-0.08171,Gempa
12783,0.091045,-0.091133,-0.028567,Gempa
12784,0.104291,-0.107742,0.02418,Gempa
12785,0.115848,-0.124665,0.072054,Gempa
12786,0.125169,-0.141145,0.111422,Gempa
12787,0.132243,-0.156575,0.139815,Gempa
12788,0.137548,-0.17055,0.155857,Gempa
12789,0.141762,-0.182648,0.159112,Gempa
12790,0.145321,-0.192282,0.150139,Gempa
12791,0.148171,-0.198896,0.130609,Gempa
12792,0.149965,-0.202285,0.103227,Gempa
12793,0.150415,-0.202683,0.071402,Gempa
12794,0.149461,-0.200652,0.038686,Gempa
12795,0.147245,-0.19685,0.008265,Gempa
12796,0.143986,-0.191844,-0.017297,Gempa
12797,0.140009,-0.186056,-0.036189,Gempa
12798,0.135948,-0.179765,-0.047505,Gempa
12799,0.13271,-0.17306,-0.051382,Gempa
12800,0.13085,-0.165824,-0.049001,Gempa
12801,0.170682,0.189187,-0.187152,Gempa
12802,0.173364,0.226858,-0.21306,Gempa
12803,0.169133,0.228056,-0.213035,Gempa
12804,0.155658,0.191529,-0.185547,Gempa
12805,0.131135,0.125138,-0.132592,Gempa
12806,0.09604,0.043005,-0.058958,Gempa
12807,0.054036,-0.03906,0.02825,Gempa
12808,0.010814,-0.107957,0.119544,Gempa
12809,-0.028032,-0.155825,0.203415,Gempa
12810,-0.05866,-0.179584,0.268123,Gempa
12811,-0.079603,-0.178909,0.304235,Gempa
12812,-0.09127,-0.154367,0.306762,Gempa
12813,-0.095087,-0.106986,0.275962,Gempa
12814,-0.09289,-0.039732,0.216292,Gempa
12815,-0.086478,0.040573,0.134843,Gempa
12816,-0.077132,0.122599,0.040464,Gempa
12817,-0.065422,0.191591,-0.05656,Gempa
12818,-0.051619,0.232284,-0.145,Gempa
12819,-0.036321,0.232927,-0.214014,Gempa
12820,-0.020761,0.189416,-0.255519,Gempa
12821,-0.006578,0.108017,-0.266272,Gempa
12822,0.004927,0.00483,-0.248226,Gempa
12823,0.013411,-0.098549,-0.207467,Gempa
12824,0.0194,-0.182559,-0.152315,Gempa
12825,0.02371,-0.235766,-0.091261,Gempa
12826,0.026817,-0.255191,-0.031278,Gempa
12827,0.028613,-0.242407,0.023126,Gempa
12828,0.028794,-0.198786,0.069759,Gempa
12829,0.027497,-0.124218,0.107784,Gempa
12830,0.025607,-0.021705,0.136421,Gempa
12831,0.024406,0.097104,0.154265,Gempa
12832,0.024547,0.211309,0.159923,Gempa
12833,0.025221,0.295946,0.153167,Gempa
12834,0.024472,0.331474,0.135611,Gempa
12835,0.020433,0.31183,0.110541,Gempa
12836,0.012792,0.245723,0.081854,Gempa
12837,0.00322,0.152109,0.052664,Gempa
12838,-0.006041,0.05228,0.024226,Gempa
12839,-0.013969,-0.037282,-0.004234,Gempa
12840,-0.021221,-0.107977,-0.03442,Gempa
12841,-0.029223,-0.158574,-0.067309,Gempa
12842,-0.038526,-0.192127,-0.101814,Gempa
12843,-0.047903,-0.212016,-0.13435,Gempa
12844,-0.055202,-0.218727,-0.159633,Gempa
12845,-0.058705,-0.209103,-0.172098,Gempa
12846,-0.057606,-0.179206,-0.167327,Gempa
12847,-0.05179,-0.128402,-0.14323,Gempa
12848,-0.041515,-0.061839,-0.100753,Gempa
12849,-0.027266,0.010015,-0.043944,Gempa
12850,-0.009828,0.075017,0.020876,Gempa
12851,0.009617,0.12356,0.086463,Gempa
12852,0.029542,0.150838,0.146052,Gempa
12853,0.048201,0.157071,0.194313,Gempa
12854,0.063795,0.146066,0.227454,Gempa
12855,0.074894,0.122607,0.242792,Gempa
12856,0.081081,0.08953,0.23828,Gempa
12857,0.083046,0.046932,0.212671,Gempa
12858,0.081518,-0.004673,0.166665,Gempa
12859,0.076147,-0.059971,0.104176,Gempa
12860,0.065579,-0.107062,0.032636,Gempa
12861,0.048585,-0.130373,-0.037986,Gempa
12862,0.02549,-0.118482,-0.097453,Gempa
12863,-0.001219,-0.071395,-0.137812,Gempa
12864,-0.027895,-0.001647,-0.155233,Gempa
12865,-0.051343,0.070373,-0.150772,Gempa
12866,-0.069822,0.124689,-0.12982,Gempa
12867,-0.083251,0.149023,-0.100651,Gempa
12868,-0.092648,0.141375,-0.072423,Gempa
12869,-0.099164,0.108797,-0.053148,Gempa
12870,-0.10307,0.063846,-0.047978,Gempa
12871,-0.103329,0.020145,-0.057578,Gempa
12872,-0.098258,-0.012028,-0.076731,Gempa
12873,-0.086818,-0.029104,-0.094224,Gempa
12874,-0.069768,-0.035108,-0.095376,Gempa
12875,-0.049732,-0.039288,-0.066991,Gempa
12876,-0.029754,-0.050418,-0.003705,Gempa
12877,-0.01182,-0.071503,0.087046,Gempa
12878,0.003228,-0.098621,0.184666,Gempa
12879,0.014967,-0.123529,0.260164,Gempa
12880,0.022918,-0.138536,0.285852,Gempa
12881,0.026794,-0.140836,0.246218,Gempa
12882,0.027335,-0.133831,0.145375,Gempa
12883,0.026471,-0.125143,0.007586,Gempa
12884,0.025976,-0.121766,-0.131461,Gempa
12885,0.026152,-0.124925,-0.237629,Gempa
12886,0.026159,-0.127632,-0.289584,Gempa
12887,0.025412,-0.116785,-0.284198,Gempa
12888,0.024709,-0.080251,-0.233544,Gempa
12889,0.026028,-0.014023,-0.157122,Gempa
12890,0.030653,0.075564,-0.073415,Gempa
12891,0.037619,0.174388,0.005985,Gempa
12892,0.044334,0.266089,0.077492,Gempa
12893,0.048383,0.336764,0.142799,Gempa
12894,0.048926,0.376224,0.203682,Gempa
12895,0.046871,0.377942,0.256899,Gempa
12896,0.043669,0.339881,0.291799,Gempa
12897,0.040104,0.265145,0.291903,Gempa
12898,0.036231,0.160733,0.241384,Gempa
12899,0.031994,0.035247,0.134226,Gempa
12900,0.027628,-0.102549,-0.01755,Gempa
12901,0.023501,-0.242303,-0.181819,Gempa
12902,0.019473,-0.367837,-0.31502,Gempa
12903,0.014474,-0.456125,-0.377482,Gempa
12904,0.006915,-0.484678,-0.349083,Gempa
12905,-0.004441,-0.44213,-0.237668,Gempa
12906,-0.019785,-0.334559,-0.074217,Gempa
12907,-0.038148,-0.183976,0.100519,Gempa
12908,-0.058017,-0.018412,0.251325,Gempa
12909,-0.078039,0.138732,0.358738,Gempa
12910,-0.097208,0.272784,0.418995,Gempa
12911,-0.114623,0.376218,0.43679,Gempa
12912,-0.129149,0.444205,0.415687,Gempa
12913,-0.13934,0.4705,0.352506,Gempa
12914,-0.143778,0.446348,0.240384,Gempa
12915,-0.141509,0.363598,0.077339,Gempa
12916,-0.132181,0.221888,-0.124751,Gempa
12917,-0.115942,0.03506,-0.336399,Gempa
12918,-0.093223,-0.168585,-0.516303,Gempa
12919,-0.064556,-0.352979,-0.623464,Gempa
12920,-0.030566,-0.486384,-0.631041,Gempa
12921,0.007678,-0.551483,-0.536756,Gempa
12922,0.047936,-0.546829,-0.364836,Gempa
12923,0.086347,-0.481923,-0.158788,Gempa
12924,0.117969,-0.370155,0.034311,Gempa
12925,0.138284,-0.224187,0.180522,Gempa
12926,0.145115,-0.05655,0.268356,Gempa
12927,0.139483,0.117111,0.306659,Gempa
12928,0.124296,0.275936,0.310694,Gempa
12929,0.102368,0.395662,0.288207,Gempa
12930,0.075536,0.455521,0.237012,Gempa
12931,0.045169,0.446215,0.152989,Gempa
12932,0.013589,0.374009,0.04256,Gempa
12933,-0.015112,0.258959,-0.071164,Gempa
12934,-0.035986,0.126882,-0.156518,Gempa
12935,-0.044896,0.0002,-0.188357,Gempa
12936,-0.039708,-0.107176,-0.160062,Gempa
12937,-0.020875,-0.189886,-0.087035,Gempa
12938,0.008502,-0.246795,0.001028,Gempa
12939,0.043256,-0.276345,0.073817,Gempa
12940,0.077521,-0.275197,0.113563,Gempa
12941,0.106254,-0.240063,0.12148,Gempa
12942,0.126175,-0.171413,0.11314,Gempa
12943,0.135823,-0.076421,0.107693,Gempa
12944,0.13476,0.031091,0.117077,Gempa
12945,0.122867,0.133414,0.140293,Gempa
12946,0.100478,0.213573,0.165685,Gempa
12947,0.068838,0.260024,0.17723,Gempa
12948,0.030241,0.269599,0.160818,Gempa
12949,-0.012063,0.247694,0.109488,Gempa
12950,-0.053937,0.205136,0.026716,Gempa
12951,-0.090623,0.153709,-0.074872,Gempa
12952,-0.117469,0.102379,-0.180768,Gempa
12953,-0.130996,0.055084,-0.281118,Gempa
12954,-0.129992,0.010733,-0.369916,Gempa
12955,-0.116096,-0.03471,-0.439251,Gempa
12956,-0.093384,-0.084475,-0.473948,Gempa
12957,-0.067238,-0.137682,-0.45233,Gempa
12958,-0.042894,-0.188706,-0.356339,Gempa
12959,-0.024121,-0.229295,-0.18421,Gempa
12960,-0.012472,-0.252439,0.042474,Gempa
12961,-0.007364,-0.254743,0.280025,Gempa
12962,-0.00707,-0.235047,0.473724,Gempa
12963,-0.009821,-0.192345,0.57582,Gempa
12964,-0.014324,-0.1264,0.565078,Gempa
12965,-0.0199,-0.040558,0.45638,Gempa
12966,-0.026519,0.05549,0.290886,Gempa
12967,-0.03453,0.145843,0.116198,Gempa
12968,-0.043894,0.213187,-0.031546,Gempa
12969,-0.053379,0.244705,-0.137151,Gempa
12970,-0.060405,0.235219,-0.204694,Gempa
12971,-0.061833,0.187245,-0.250529,Gempa
12972,-0.055591,0.108868,-0.295347,Gempa
12973,-0.041917,0.011655,-0.354176,Gempa
12974,-0.023126,-0.090105,-0.424403,Gempa
12975,-0.002567,-0.180156,-0.481171,Gempa
12976,0.016421,-0.242703,-0.489056,Gempa
12977,0.031527,-0.266061,-0.421659,Gempa
12978,0.042441,-0.246056,-0.277245,Gempa
12979,0.051052,-0.187069,-0.082826,Gempa
12980,0.060123,-0.099356,0.117384,Gempa
12981,0.071197,0.004694,0.280795,Gempa
12982,0.083013,0.112549,0.383066,Gempa
12983,0.091641,0.211786,0.426467,Gempa
12984,0.092903,0.289719,0.435078,Gempa
12985,0.085019,0.334147,0.438265,Gempa
12986,0.069366,0.336173,0.448003,Gempa
12987,0.049702,0.293256,0.446965,Gempa
12988,0.030678,0.210421,0.40156,Gempa
12989,0.016259,0.09997,0.287935,Gempa
12990,0.008447,-0.019938,0.113138,Gempa
12991,0.006727,-0.12805,-0.081776,Gempa
12992,0.008605,-0.204636,-0.242654,Gempa
12993,0.010845,-0.236757,-0.329041,Gempa
12994,0.010828,-0.222162,-0.328663,Gempa
12995,0.007254,-0.169592,-0.259441,Gempa
12996,-0.000151,-0.093991,-0.162058,Gempa
12997,-0.010855,-0.009967,-0.085002,Gempa
12998,-0.022906,0.07245,-0.063589,Gempa
12999,-0.032823,0.147673,-0.102332,Gempa
13000,-0.037275,0.209928,-0.171791,Gempa
13001,-0.171773,-0.174097,-0.170901,Gempa
13002,-0.173647,-0.171498,-0.186291,Gempa
13003,-0.174551,-0.159987,-0.195183,Gempa
13004,-0.17322,-0.141682,-0.195385,Gempa
13005,-0.169487,-0.118152,-0.186803,Gempa
13006,-0.165203,-0.090651,-0.170871,Gempa
13007,-0.163221,-0.06083,-0.149523,Gempa
13008,-0.165285,-0.031111,-0.124529,Gempa
13009,-0.170275,-0.004046,-0.097393,Gempa
13010,-0.174058,0.018716,-0.069635,Gempa
13011,-0.171568,0.037051,-0.042865,Gempa
