X;Y;Z
-0,063205;-0,001747;-0,001288
-0,048961;-0,000422;-0,001182
-0,035275;0,000891;-0,000831
-0,022599;0,001889;-0,000107
-0,010775;0,002431;0,000863
0,000685;0,002494;0,001686
0,011966;0,002109;0,002004
0,022457;0,001396;0,001789
0,030872;0,0006;0,00128
0,035867;-0,000011;0,000744
0,036806;-0,000293;0,000302
0,034129;-0,000283;-0,00006
0,028992;-0,000151;-0,000304
0,022716;-0,000056;-0,00026
0,016571;-0,000043;0,000157
0,011829;-0,000082;0,000751
0,009777;-0,000143;0,001184
0,011488;-0,000218;0,001238
0,017328;-0,00031;0,000923
0,026609;-0,000435;0,000415
0,037739;-0,000633;-0,000103
0,048718;-0,000947;-0,000521
0,057633;-0,001354;-0,000735
0,06298;-0,001696;-0,00062
0,063727;-0,001721;-0,000178
0,059342;-0,001319;0,00037
0,049949;-0,000673;0,000768
0,036466;-0,000114;0,000932
0,020462;0,000132;0,000921
0,003747;0,000021;0,000768
-0,012199;-0,000354;0,0004
-0,026586;-0,000842;-0,000289
-0,039172;-0,001278;-0,001213
-0,04985;-0,001492;-0,002013
-0,058304;-0,001357;-0,002279
-0,063946;-0,000864;-0,001852
-0,066231;-0,000152;-0,00088
-0,065003;0,000615;0,000277
-0,060573;0,001334;0,0012
-0,053558;0,001883;0,001572
-0,044643;0,002076;0,001352
-0,03443;0,001807;0,000792
-0,023507;0,001204;0,000216
-0,012612;0,000532;-0,000223
-0,002753;0,000025;-0,000558
0,004875;-0,000195;-0,000874
0,009242;-0,000126;-0,001145
0,009938;0,000107;-0,001212
0,007489;0,000284;-0,000945
0,003353;0,000208;-0,000404
-0,000514;-0,000158;0,000224
-0,002329;-0,000659;0,00076
-0,001113;-0,001063;0,001099
0,002993;-0,001314;0,001206
0,00895;-0,001606;0,001111
0,015391;-0,00211;0,0009
0,021247;-0,002723;0,000673
0,026099;-0,00321;0,000501
0,03;-0,003452;0,0004
0,033073;-0,003454;0,00033
0,035208;-0,003251;0,000232
0,035979;-0,002892;0,000036
0,034761;-0,002483;-0,000359
0,030891;-0,002177;-0,001063
0,023773;-0,0021;-0,00204
0,013149;-0,002266;-0,002989
-0,000363;-0,002584;-0,003423
-0,014992;-0,002999;-0,002934
-0,028279;-0,003581;-0,00151
-0,038022;-0,004405;0,000367
-0,043122;-0,005405;0,002021
-0,043826;-0,006416;0,002989
-0,041091;-0,007279;0,003212
-0,035833;-0,007892;0,002947
-0,028767;-0,008162;0,00248
-0,02059;-0,007948;0,001928
-0,012064;-0,007101;0,001336
-0,003855;-0,005659;0,0008
0,003753;-0,003968;0,000381
0,010926;-0,002521;-0,000014
0,017865;-0,001708;-0,000566
0,024344;-0,001715;-0,001329
0,029676;-0,002562;-0,00207
0,033054;-0,004185;-0,002366
0,034037;-0,006431;-0,001999
0,032876;-0,008903;-0,00121
0,030439;-0,010934;-0,000403
0,027865;-0,01187;0,000238
0,026109;-0,011413;0,000765
0,025543;-0,009703;0,001254
0,02577;-0,007157;0,00168
0,025746;-0,004236;0,001941
0,024252;-0,001307;0,001968
0,020345;0,001272;0,00179
0,013515;0,003091;0,001442
0,003728;0,003853;0,000911
-0,008471;0,003626;0,000241
-0,02193;0,002963;-0,000385
-0,035193;0,002792;-0,000758
-0,046997;0,004073;-0,000793
-0,056743;0,007385;-0,000511
-0,064556;0,012602;0,000011
-0,070751;0,018721;0,000605
-0,075239;0,023915;0,001013
-0,077393;0,02595;0,001051
-0,076224;0,023041;0,000752
-0,070651;0,01472;0,000279
-0,059862;0,00216;-0,000238
-0,043805;-0,012247;-0,000755
-0,023534;-0,025992;-0,00125
-0,001113;-0,037383;-0,001623
0,020851;-0,045535;-0,001679
0,039877;-0,049868;-0,001281
0,054233;-0,049728;-0,000493
0,063282;-0,044543;0,000447
0,067503;-0,034577;0,001265
0,068119;-0,021674;0,00178
0,066472;-0,009335;0,00196
0,063342;-0,001975;0,001883
0,058623;-0,003413;0,001658
0,051674;-0,014996;0,001356
0,041946;-0,034143;0,000998
0,029458;-0,054385;0,000586
0,015014;-0,067834;0,000121
0,000139;-0,068861;-0,000458
-0,013235;-0,05715;-0,001298
-0,023311;-0,038367;-0,002568
-0,028932;-0,021223;-0,004407
-0,029812;-0,012894;-0,00699
-0,026476;-0,01529;-0,010572
-0,019976;-0,023904;-0,015334
-0,011574;-0,030301;-0,021187
-0,002529;-0,026468;-0,027689
0,006125;-0,008796;-0,034148
0,013819;0,020316;-0,039838
0,020474;0,05446;-0,044177
0,026088;0,086905;-0,046695
0,030304;0,113593;-0,047004
0,032417;0,133902;-0,044893
0,031783;0,148557;-0,040516
0,028383;0,156831;-0,034466
0,023033;0,155371;-0,027648
0,016902;0,139212;-0,020936
0,010816;0,104754;-0,014902
0,004897;0,052849;-0,009898
-0,001405;-0,009854;-0,006263
-0,008947;-0,071679;-0,004381
-0,018434;-0,118856;-0,004488
-0,030062;-0,139558;-0,006309
-0,0434;-0,127984;-0,008925
-0,057597;-0,087517;-0,011177
-0,0717;-0,031479;-0,012256
-0,084863;0,019862;-0,012037
-0,096399;0,046855;-0,011191
-0,105674;0,039044;-0,011099
-0,112002;0,000186;-0,013412
-0,114611;-0,053039;-0,019126
-0,112599;-0,099682;-0,027579
-0,104821;-0,124735;-0,035978
-0,09;-0,124601;-0,039942
-0,067273;-0,106175;-0,035235
-0,036855;-0,07998;-0,019625
-0,000343;-0,05257;0,006289
0,039469;-0,023402;0,039405
0,079257;0,012839;0,075374
0,115851;0,059499;0,109929
0,146533;0,112285;0,139494
0,169157;0,159775;0,160971
-0,0266;0,031245;-0,140335
-0,032061;0,037865;-0,115948
-0,03502;0,042141;-0,089065
-0,032118;0,045167;-0,064327
-0,023879;0,047584;-0,043971
-0,014946;0,049264;-0,02809
-0,011203;0,049821;-0,015836
-0,015147;0,049181;-0,006498
-0,023525;0,047422;0,000176
-0,030262;0,044276;0,004515
-0,031302;0,038958;0,00744
-0,027104;0,030614;0,010153
-0,021732;0,019341;0,01349
-0,01916;0,006888;0,017588
-0,020187;-0,0038;0,021878
-0,02274;-0,009767;0,025198
-0,024133;-0,009259;0,02597
-0,023007;-0,002216;0,022516
-0,019673;0,010278;0,013789
-0,014743;0,026648;0,000491
-0,008185;0,04474;-0,01438
-0,000342;0,061612;-0,02657
0,007009;0,07401;-0,032658
0,011674;0,079471;-0,032124
0,013037;0,077487;-0,027932
0,01298;0,069748;-0,02465
0,014675;0,058829;-0,025637
0,019459;0,04661;-0,031242
0,025296;0,033764;-0,038905
0,02938;0,020161;-0,045335
0,031263;0,00568;-0,048964
0,032656;-0,009089;-0,050846
0,035196;-0,022554;-0,053913
0,038773;-0,032293;-0,061017
0,041714;-0,035699;-0,073065
0,042768;-0,030962;-0,088358
0,042414;-0,018116;-0,103137
0,041583;0,000576;-0,113028
0,039973;0,021479;-0,114655
0,036406;0,041016;-0,106725
0,030304;0,056821;-0,090408
0,022591;0,068116;-0,068862
0,015236;0,075168;-0,046101
0,009549;0,078505;-0,025512
0,005028;0,078578;-0,008822
0,000265;0,075816;0,003773
-0,005409;0,070813;0,012721
-0,011211;0,064371;0,018098
-0,0155;0,057284;0,019155
-0,017185;0,050125;0,014825
-0,016413;0,043297;0,004531
-0,013624;0,037115;-0,011376
-0,00884;0,031685;-0,031509
-0,002702;0,026683;-0,05347
0,00271;0,021253;-0,074058
0,005271;0,014184;-0,089765
0,00472;0,004425;-0,097455
0,002814;-0,008401;-0,095054
0,001793;-0,023793;-0,081988
0,002292;-0,040475;-0,059251
0,002731;-0,05672;-0,029334
0,001261;-0,070777;0,003867
-0,002474;-0,08132;0,035631
-0,008102;-0,087796;0,061794
-0,015627;-0,090551;0,079967
-0,024565;-0,090776;0,089537
-0,032955;-0,090237;0,090657
-0,038435;-0,090769;0,082998
-0,040091;-0,093549;0,065597
-0,039077;-0,098566;0,038587
-0,037596;-0,104723;0,005085
-0,036861;-0,110435;-0,02876
-0,036268;-0,114434;-0,0556
-0,035142;-0,116208;-0,069887
-0,034451;-0,115691;-0,07018
-0,035882;-0,112673;-0,05912
-0,0399;-0,106504;-0,041531
-0,045079;-0,096236;-0,021729
-0,049002;-0,081163;-0,001802
-0,050042;-0,061362;0,017869
-0,048464;-0,037854;0,037015
-0,045667;-0,012366;0,054384
-0,042735;0,013189;0,068029
-0,039689;0,037202;0,076991
-0,035737;0,058511;0,082473
-0,030222;0,076292;0,086875
-0,023195;0,089867;0,092023
-0,014945;0,098726;0,098302
-0,005397;0,102876;0,104925
0,005667;0,103092;0,110901
0,018077;0,100608;0,115688
0,031148;0,096485;0,118922
0,043907;0,091063;0,119939
0,055389;0,083928;0,117924
0,06486;0,074595;0,112295
0,071931;0,063238;0,102897
0,076604;0,050822;0,090314
0,079243;0,038782;0,076471
0,080371;0,028592;0,064526
0,080256;0,021487;0,057221
0,078749;0,018446;0,055015
0,075653;0,020135;0,055678
0,071082;0,026587;0,055734
0,065306;0,036853;0,053169
0,058556;0,048984;0,048793
0,051253;0,060417;0,044403
0,044149;0,068719;0,040257
0,037846;0,072316;0,034741
0,032202;0,070827;0,025862
0,026313;0,064915;0,013119
0,019184;0,055692;-0,001846
0,010788;0,044182;-0,016647
0,002473;0,031227;-0,029848
-0,004022;0,017669;-0,041148
-0,007795;0,004502;-0,05055
-0,008973;-0,007216;-0,057527
-0,00795;-0,016705;-0,060809
-0,004402;-0,023723;-0,059042
0,00259;-0,028416;-0,051829
0,0127;-0,031054;-0,04047
0,022898;-0,031953;-0,027855
0,028582;-0,031495;-0,017246
0,026622;-0,030081;-0,010866
0,018339;-0,027955;-0,009231
0,009561;-0,025015;-0,011183
0,006216;-0,020831;-0,01435
0,009692;-0,015037;-0,015698
0,01647;-0,007729;-0,012162
0,021358;0,000484;-0,001771
0,021789;0,008707;0,0147
0,019501;0,01607;0,032969
0,01752;0,022055;0,046838
0,016674;0,026734;0,051113
0,015801;0,030785;0,044236
0,014056;0,035128;0,029144
0,012353;0,040428;0,011405
0,012649;0,046737;-0,003832
0,015352;0,053391;-0,014219
0,017915;0,05917;-0,020907
0,016998;0,062417;-0,027007
0,011576;0,061016;-0,034964
0,003778;0,052702;-0,044302
-0,002636;0,03609;-0,051151
-0,005021;0,011681;-0,05046
-0,003627;-0,018025;-0,039255
-0,000822;-0,04926;-0,018838
0,000934;-0,07819;0,00536
0,000637;-0,101784;0,026755
-0,00087;-0,11785;0,041026
-0,001779;-0,124891;0,047543
-0,000679;-0,122466;0,048525
0,002475;-0,111745;0,046649
0,006373;-0,095629;0,043314
0,009477;-0,078176;0,039151
0,011243;-0,063304;0,035243
0,012313;-0,053597;0,033161
0,013756;-0,049976;0,033794
0,015916;-0,052112;0,035872
0,018046;-0,059172;0,035858
0,01939;-0,070333;0,030186
0,020241;-0,084666;0,017705
0,021556;-0,100774;0,000033
0,023928;-0,116667;-0,019782
0,027168;-0,12999;-0,039133
0,030705;-0,138604;-0,056874
0,034488;-0,141153;-0,072663
0,039357;-0,137345;-0,085701
0,046215;-0,127895;-0,094085
0,055105;-0,114242;-0,094983
0,065323;-0,098243;-0,085576
0,076034;-0,082006;-0,064466
0,086606;-0,067747;-0,03306
0,096592;-0,057491;0,004075
0,105555;-0,052519;0,040701
0,113078;-0,052661;0,071218
0,11901;-0,055879;0,092419
0,12345;-0,058664;0,103823
0,126124;-0,057118;0,106357
0,126011;-0,048392;0,100998
0,122049;-0,031874;0,088812
0,114272;-0,009471;0,071683
0,104351;0,015034;0,052593
0,094901;0,037427;0,035114
0,087593;0,054476;0,022266
0,081856;0,064631;0,01561
0,075693;0,068022;0,015249
0,067348;0,06604;0,020003
0,056166;0,06089;0,027146
0,04233;0,055346;0,032334
0,025881;0,052374;0,030693
0,006294;0,054321;0,01903
-0,016575;0,062071;-0,001585
-0,04153;0,074741;-0,024708
-0,066438;0,09014;-0,040605
-0,089335;0,105956;-0,040308
-0,109179;0,120847;-0,019666
-0,125979;0,134612;0,018712
-0,140401;0,147514;0,067112
-0,153292;0,159206;0,116137
-0,165454;0,168313;0,157699
0,000306;0,004258;-0,00571
-0,000174;0,006137;-0,005591
-0,000758;0,006636;-0,005199
-0,001049;0,005515;-0,004732
-0,000825;0,003205;-0,00417
-0,000234;0,000485;-0,003302
0,000431;-0,001951;-0,001898
0,001026;-0,0037;0,000115
0,001516;-0,004666;0,002576
0,001837;-0,005016;0,005142
0,001941;-0,005137;0,007366
0,001873;-0,005561;0,008746
0,001717;-0,006718;0,008853
0,001477;-0,008522;0,007588
0,001073;-0,010179;0,005313
0,000463;-0,010604;0,00263
-0,000201;-0,009079;0,000054
-0,00059;-0,005646;-0,002138
-0,000525;-0,001081;-0,003896
-0,000199;0,003568;-0,005305
0,000029;0,007496;-0,006455
-0,000041;0,010381;-0,007284
-0,000389;0,01234;-0,007532
-0,000868;0,013676;-0,006896
-0,001297;0,014573;-0,0053
-0,001514;0,014906;-0,003066
-0,00145;0,014261;-0,000796
-0,001154;0,012221;0,00109
-0,000737;0,008701;0,002659
-0,000267;0,004075;0,004193
0,000264;-0,000941;0,005744
0,0009;-0,005596;0,007016
0,001592;-0,00937;0,00755
0,002167;-0,011991;0,007024
0,002479;-0,013324;0,005433
0,002513;-0,013327;0,003013
0,002273;-0,012123;0,00008
0,001701;-0,010145;-0,003029
0,000851;-0,008068;-0,005956
0,000019;-0,006377;-0,008335
-0,000472;-0,004978;-0,009825
-0,000549;-0,003322;-0,010124
-0,000378;-0,000862;-0,009043
-0,000154;0,002452;-0,006652
0,000098;0,006017;-0,003389
0,000497;0,008939;0,000022
0,001008;0,010557;0,002829
0,00131;0,010735;0,004609
0,001152;0,009871;0,005468
0,0007;0,008674;0,005887
0,000382;0,00783;0,006365
0,000476;0,007674;0,007073
0,000879;0,008044;0,007707
0,001184;0,008459;0,007657
0,001015;0,00852;0,00638
0,000303;0,008299;0,003788
-0,000763;0,008353;0,000396
-0,001937;0,009142;-0,002936
-0,003014;0,010431;-0,005459
-0,003839;0,011296;-0,006892
-0,004279;0,010682;-0,007471
-0,004235;0,008172;-0,007613
-0,003703;0,004331;-0,00752
-0,002806;0,000197;-0,007058
-0,001724;-0,003489;-0,005895
-0,000607;-0,006616;-0,003782
0,00044;-0,009546;-0,000791
0,001333;-0,012661;0,002639
0,002033;-0,015971;0,005806
0,002578;-0,019072;0,00797
0,003073;-0,021327;0,008621
0,003596;-0,02209;0,007715
0,004049;-0,020903;0,005715
0,004166;-0,017671;0,00333
0,003774;-0,012803;0,001143
0,003002;-0,007284;-0,000637
0,002125;-0,002539;-0,002168
0,001304;0,000036;-0,003676
0,00054;-0,000348;-0,005146
-0,000198;-0,003501;-0,006256
-0,000845;-0,008344;-0,006558
-0,001271;-0,013582;-0,005816
-0,001514;-0,018394;-0,004215
-0,001879;-0,02262;-0,002249
-0,002665;-0,026469;-0,00043
-0,003861;-0,030004;0,000959
-0,005174;-0,03275;0,001936
-0,006233;-0,033706;0,002678
-0,006724;-0,031626;0,003323
-0,00645;-0,0254;0,003885
-0,005394;-0,014457;0,004278
-0,003709;0,000907;0,004371
-0,001621;0,019359;0,004038
0,000676;0,038729;0,003183
0,002997;0,056585;0,001787
0,005121;0,071076;0,000019
0,006791;0,081474;-0,001748
0,007795;0,087903;-0,003109
0,00806;0,090642;-0,003841
0,007674;0,089535;-0,00398
0,006776;0,083922;-0,003727
0,005449;0,073225;-0,003226
0,003764;0,057584;-0,002444
0,001837;0,037978;-0,001304
-0,00019;0,01603;0,000153
-0,002188;-0,006209;0,00176
-0,003988;-0,026553;0,003297
-0,005387;-0,043147;0,004496
-0,006291;-0,054911;0,005056
-0,006797;-0,061659;0,004757
-0,007031;-0,063896;0,003624
-0,006953;-0,062361;0,001988
-0,006398;-0,05773;0,000354
-0,005246;-0,050733;-0,000931
-0,003574;-0,04239;-0,001874
-0,001655;-0,033989;-0,002634
0,00021;-0,026846;-0,003231
0,001838;-0,021978;-0,003525
0,003122;-0,019814;-0,003369
0,003989;-0,020077;-0,00277
0,004489;-0,021954;-0,001913
0,004803;-0,024594;-0,001036
0,005001;-0,027564;-0,000303
0,004927;-0,030874;0,000207
0,004505;-0,034626;0,000495
0,003985;-0,038495;0,000702
0,003662;-0,041456;0,001082
0,003507;-0,04204;0,001778
0,003197;-0,0388;0,00262
0,002419;-0,030618;0,003227
0,001134;-0,016938;0,003286
-0,000411;0,001967;0,002825
-0,001968;0,024745;0,00221
-0,003449;0,048944;0,00178
-0,00471;0,071398;0,001528
-0,005412;0,08908;0,001211
-0,005344;0,099942;0,000639
-0,004721;0,103197;-0,000207
-0,003932;0,099085;-0,001232
-0,00314;0,088323;-0,00236
-0,002244;0,071712;-0,003561
-0,001137;0,05025;-0,004715
0,000055;0,025532;-0,005534
0,000975;-0,00001;-0,005743
0,001391;-0,023357;-0,005286
0,001458;-0,041806;-0,004328
0,001531;-0,053846;-0,003102
0,001816;-0,059349;-0,001757
0,002236;-0,059131;-0,000318
0,00252;-0,054205;0,001215
0,002408;-0,045178;0,002758
0,001802;-0,032193;0,004127
0,00078;-0,015371;0,005123
-0,000492;0,004433;0,005658
-0,00184;0,025115;0,005779
-0,003103;0,043548;0,005546
-0,004064;0,056531;0,004929
-0,004434;0,062173;0,003902
-0,003996;0,060805;0,002595
-0,002701;0,054647;0,00132
-0,000592;0,046579;0,000427
0,002325;0,038659;0,000069
0,006066;0,031126;0,000102
0,010591;0,022508;0,000261
0,015806;0,010627;0,000424
0,021656;-0,00591;0,000703
0,028226;-0,026579;0,001359
0,035667;-0,048917;0,002596
0,04388;-0,069451;0,004398
0,052391;-0,085151;0,006503
0,06074;-0,094474;0,008498
0,068856;-0,097297;0,00997
0,076891;-0,094276;0,010611
0,084816;-0,086271;0,01025
0,092265;-0,074075;0,008848
0,098724;-0,058426;0,006525
0,10391;-0,040114;0,003615
0,107918;-0,020063;0,000686
0,110861;0,000527;-0,001529
0,112496;0,019995;-0,002332
0,112364;0,036273;-0,001308
0,11011;0,047453;0,001485
0,105588;0,052407;0,005504
0,098786;0,050982;0,009956
0,089776;0,043779;0,014161
0,078861;0,031723;0,017867
0,066929;0,015796;0,021292
0,055686;-0,002802;0,024814
0,047486;-0,022378;0,028644
0,044978;-0,040653;0,032839
0,050755;-0,054888;0,037478
0,066645;-0,062155;0,042743
0,092325;-0,059806;0,048668
0,123698;-0,04615;0,054536
0,152005;-0,021093;0,058288
0,164916;0,013559;0,056405
0,1504;0,054264;0,044252
0,101305;0,096417;0,016946
0,018217;0,135253;-0,029275
-0,090195;0,166683;-0,095166
0,064842;-0,000561;-0,000355
0,073455;-0,000892;-0,000364
0,077683;-0,000916;-0,000286
0,076912;-0,000724;-0,000149
0,070726;-0,000472;-0,000018
0,059094;-0,000252;0,000048
0,042585;-0,000122;0,000043
0,022438;-0,00016;0,000018
0,000332;-0,000368;0,000037
-0,021926;-0,000602;0,000115
-0,042631;-0,000678;0,000192
-0,060366;-0,000544;0,000186
-0,074239;-0,000307;0,000066
-0,08399;-0,00013;-0,000146
-0,089786;-0,000082;-0,00039
-0,091922;-0,000083;-0,000589
-0,090656;-0,000049;-0,000665
-0,086141;-0,000012;-0,000586
-0,078453;-0,00004;-0,000393
-0,067734;-0,000118;-0,000169
-0,054507;-0,000161;0,000016
-0,039895;-0,000107;0,000139
-0,025499;0,000042;0,000207
-0,012987;0,000222;0,00022
-0,003552;0,000347;0,000148
0,002457;0,000353;-0,000009
0,005479;0,000243;-0,00019
0,006347;0,000087;-0,000321
0,005762;-0,000012;-0,000391
0,003963;0,000004;-0,00043
0,00088;0,0001;-0,000444
-0,003474;0,000164;-0,000385
-0,008656;0,000139;-0,000191
-0,013841;0,000083;0,000095
-0,01835;0,000073;0,000296
-0,0221;0,000099;0,000285
-0,025478;0,000108;0,000131
-0,028976;0,000094;0,000002
-0,033001;0,000089;-0,00001
-0,037776;0,000108;0,00006
-0,043198;0,000114;0,000128
-0,048745;0,00005;0,00016
-0,053618;-0,000088;0,000202
-0,057046;-0,000219;0,000273
-0,058593;-0,000259;0,000291
-0,058287;-0,000204;0,000171
-0,056432;-0,000122;-0,000056
-0,05332;-0,000085;-0,000259
-0,04908;-0,000113;-0,000318
-0,043701;-0,000153;-0,000214
-0,037171;-0,000119;-0,000037
-0,029582;0,000043;0,000104
-0,021099;0,000287;0,000163
-0,01183;0,000466;0,000151
-0,001744;0,000442;0,0001
0,009234;0,000196;0,000045
0,020927;-0,000165;0,000025
0,03281;-0,000481;0,000056
0,044393;-0,000623;0,000103
0,055527;-0,00055;0,00011
0,066168;-0,00031;0,000043
0,075964;-0,000013;-0,000073
0,084203;0,000228;-0,000166
0,090023;0,000342;-0,000172
0,09267;0,000344;-0,000089
0,091696;0,000304;0,000043
0,087058;0,000255;0,000172
0,07916;0,000156;0,000249
0,068797;0,000007;0,00024
0,056886;-0,000066;0,000163
0,044006;0,000074;0,0001
0,030246;0,000418;0,000126
0,015733;0,000778;0,000236
0,001147;0,000918;0,000338
-0,01245;0,000741;0,000321
-0,024025;0,000372;0,000165
-0,032664;0,000004;-0,000024
-0,037528;-0,000263;-0,000119
-0,037981;-0,000417;-0,000093
-0,03389;-0,000461;0,000001
-0,025874;-0,000424;0,000113
-0,015189;-0,000383;0,000238
-0,003122;-0,000394;0,000387
0,009409;-0,000407;0,000517
0,021535;-0,000285;0,000525
0,032096;0,000087;0,000359
0,039968;0,000649;0,000112
0,044541;0,001146;-0,000049
0,045677;0,001341;-0,000026
0,043357;0,001224;0,000134
0,037475;0,000983;0,000281
0,027935;0,000836;0,000317
0,015005;0,000891;0,000276
-0,000564;0,001115;0,000213
-0,017977;0,001419;0,000102
-0,036762;0,001752;-0,00008
-0,056475;0,002099;-0,000251
-0,076247;0,002439;-0,000292
-0,094817;0,00271;-0,000181
-0,11096;0,002815;-0,000008
-0,123963;0,002637;0,00011
-0,133667;0,002095;0,000156
-0,139879;0,001212;0,000218
-0,141939;0,000152;0,000329
-0,139135;-0,000844;0,000374
-0,131311;-0,001557;0,000259
-0,118926;-0,001865;0,000078
-0,102744;-0,001781;0,000003
-0,08354;-0,001467;0,000087
-0,062068;-0,001138;0,00023
-0,039274;-0,000879;0,000288
-0,016303;-0,000531;0,000236
0,005914;0,000174;0,000201
0,026785;0,001389;0,000302
0,045361;0,003047;0,000496
0,059765;0,004878;0,000651
0,067702;0,006505;0,000682
0,067446;0,007506;0,000581
0,058402;0,007418;0,000382
0,041111;0,005828;0,000156
0,016859;0,002639;-0,000013
-0,012589;-0,001776;-0,000089
-0,04485;-0,006815;-0,000122
-0,076938;-0,011974;-0,000187
-0,105891;-0,016918;-0,000301
-0,129456;-0,021348;-0,000395
-0,146171;-0,024838;-0,000375
-0,155182;-0,026853;-0,000223
-0,1562;-0,026983;-0,000039
-0,149509;-0,025106;0,00008
-0,135831;-0,021223;0,000141
-0,116173;-0,015282;0,000218
-0,09182;-0,007299;0,000346
-0,064461;0,002421;0,000482
-0,036322;0,013254;0,000536
-0,009984;0,024343;0,000454
0,012249;0,034681;0,00027
0,028892;0,043195;0,000087
0,039226;0,04887;0,000004
0,043049;0,050907;0,000046
0,040678;0,048885;0,00015
0,033114;0,042791;0,000226
0,02209;0,032898;0,000237
0,009766;0,019732;0,000205
-0,001956;0,004315;0,000173
-0,011909;-0,011682;0,000149
-0,019454;-0,026197;0,000098
-0,024046;-0,037221;0,000009
-0,025132;-0,043093;-0,000052
-0,022306;-0,042658;0,000006
-0,015523;-0,035401;0,000221
-0,005201;-0,021625;0,000526
0,007813;-0,002631;0,000778
0,022335;0,019321;0,00085
0,036896;0,041421;0,000704
0,049933;0,060764;0,000396
0,060196;0,074567;0,000041
0,067062;0,080389;-0,000216
0,07046;0,076613;-0,000249
0,070668;0,062951;-0,000056
0,068256;0,040604;0,000227
0,064026;0,012091;0,000448
0,058775;-0,019215;0,000588
0,053034;-0,049595;0,000737
0,047035;-0,075439;0,000984
0,040931;-0,093716;0,001332
0,035186;-0,102517;0,001713
0,030768;-0,101389;0,00208
0,028874;-0,091205;0,002462
0,030519;-0,073748;0,002886
0,036372;-0,05127;0,00331
0,046731;-0,026157;0,003707
0,061455;-0,00071;0,004137
0,079816;0,023077;0,004665
0,10038;0,043838;0,005273
0,121071;0,06109;0,005918
0,139584;0,075217;0,006618
0,153902;0,087176;0,007402
0,16264;0,098023;0,008232
0,165146;0,108445;0,009038
0,161359;0,11851;0,009821
0,151604;0,127693;0,01077
0,136488;0,135162;0,012204
0,116891;0,140113;0,014317
0,093992;0,141965;0,017015
0,069239;0,140439;0,020131
0,044222;0,135578;0,023696
0,020581;0,127638;0,02795
0,000029;0,116836;0,033214
-0,015627;0,103113;0,039797
-0,024659;0,086146;0,047956
-0,025759;0,065575;0,05784
-0,018451;0,041348;0,06941
-0,00326;0,013938;0,082359
0,018559;-0,015732;0,096151
0,045417;-0,046551;0,110241
0,075551;-0,077476;0,124227
0,107031;-0,107728;0,137789
0,137775;-0,136843;0,150561
0,165597;-0,164577;0,162148
0,000351;-0,011589;0,114394
0,000244;-0,001537;0,085417
0,000233;0,011637;0,048848
0,000311;0,026196;0,00794
0,000363;0,039564;-0,033361
0,000355;0,049108;-0,070806
0,000369;0,052871;-0,100613
0,000487;0,049946;-0,120375
0,00066;0,040338;-0,129383
0,000724;0,024557;-0,127899
0,000589;0,003308;-0,11628
0,000361;-0,022324;-0,094964
0,000185;-0,0501;-0,065292
0,000068;-0,076069;-0,030537
-0,000045;-0,095101;0,004023
-0,000129;-0,102436;0,03282
-0,000124;-0,095673;0,052249
-0,000042;-0,075965;0,061919
0,000007;-0,047387;0,064357
-0,000085;-0,01518;0,063169
-0,000278;0,016075;0,060887
-0,000382;0,04347;0,057795
-0,000278;0,065517;0,052083
-0,000082;0,081362;0,041328
0,000016;0,090307;0,02434
-0,000026;0,09181;0,002332
-0,000112;0,085834;-0,021099
-0,000155;0,073129;-0,041389
-0,000167;0,055125;-0,054897
-0,000223;0,033597;-0,060206
-0,00033;0,010379;-0,058234
-0,000378;-0,012744;-0,050929
-0,000276;-0,033913;-0,039653
-0,000081;-0,051102;-0,024479
0,000071;-0,06228;-0,004859
0,000105;-0,065839;0,018492
0,000033;-0,061176;0,042281
-0,000096;-0,049063;0,061484
-0,000226;-0,031488;0,071655
-0,000306;-0,011072;0,071289
-0,000295;0,009692;0,06259
-0,000182;0,028984;0,049653
-0,000019;0,0457;0,035807
0,000099;0,05922;0,022134
0,000118;0,069207;0,007752
0,000086;0,075531;-0,008333
0,000075;0,07828;-0,025422
0,000091;0,077672;-0,040891
0,000085;0,073785;-0,051353
0,000014;0,066479;-0,054545
-0,000104;0,055803;-0,050672
-0,000196;0,042548;-0,042257
-0,000191;0,028408;-0,033024
-0,000074;0,01554;-0,026561
0,000116;0,005531;-0,02519
0,000319;-0,001624;-0,029267
0,000484;-0,007846;-0,036834
0,000587;-0,016421;-0,043781
0,000618;-0,030578;-0,044877
0,000577;-0,051786;-0,03593
0,000466;-0,078603;-0,015935
0,000306;-0,106877;0,012134
0,000144;-0,131768;0,042272
0,000046;-0,150122;0,068035
0,000049;-0,161512;0,085216
0,000125;-0,167474;0,092982
0,000196;-0,169205;0,093139
0,000197;-0,165715;0,087826
0,000128;-0,154223;0,077553
0,000064;-0,132081;0,061294
0,000083;-0,098912;0,038228
0,000188;-0,057561;0,009926
0,000299;-0,013012;-0,01889
0,000323;0,029614;-0,042307
0,000249;0,066631;-0,05619
0,000176;0,096304;-0,060081
0,000201;0,118196;-0,057152
0,000316;0,132358;-0,052153
0,000428;0,139212;-0,048994
0,000454;0,13981;-0,049554
0,000378;0,135858;-0,053785
0,000255;0,129263;-0,060675
0,000143;0,121321;-0,069039
0,000064;0,112309;-0,077409
0,000016;0,102085;-0,083455
0,000009;0,090952;-0,083745
0,000038;0,079866;-0,074645
